DeviceID,SoftwareID,Version,InstalledDate,SourceSystem,ComplianceStatus
DEV-00314,SW009,126.0,2022-06-24,ServiceNow,Non-Compliant
DEV-00314,SW008,1.0,2023-09-14,ServiceNow,Compliant
DEV-00314,SW003,126.0,2022-07-31,Tanium,Compliant
DEV-00314,SW004,2.5,2023-01-09,Intune,Compliant
DEV-00314,SW001,1.0,2023-01-09,ServiceNow,Compliant
DEV-00314,SW006,1.0,2023-02-05,ServiceNow,Compliant
DEV-00097,SW007,24.1,2026-08-20,Intune,Non-Compliant
DEV-00097,SW008,24.1,2026-03-07,JAMF,Compliant
DEV-00097,SW001,2.5,2026-01-23,Tanium,Compliant
DEV-00097,SW002,15.4,2026-11-03,ServiceNow,Compliant
DEV-00097,SW003,126.0,2026-07-30,Intune,Compliant
DEV-00097,SW005,1.0,2026-08-10,Tanium,Compliant
DEV-00097,SW009,15.4,2025-09-07,Tanium,Non-Compliant
DEV-00097,SW004,1.0,2026-01-29,ServiceNow,Compliant
DEV-00235,SW002,15.4,2026-04-20,ServiceNow,Compliant
DEV-00235,SW009,24.1,2026-05-21,ServiceNow,Non-Compliant
DEV-00235,SW006,126.0,2026-06-21,Intune,Compliant
DEV-00235,SW003,8.0.421,2027-02-12,Tanium,Compliant
DEV-00235,SW010,1.0,2027-02-18,Intune,Compliant
DEV-00441,SW007,15.4,2023-04-26,Tanium,Non-Compliant
DEV-00441,SW002,2.5,2023-02-11,Tanium,Compliant
DEV-00441,SW009,2.5,2022-08-20,ServiceNow,Non-Compliant
DEV-00441,SW003,15.4,2023-05-13,ServiceNow,Compliant
DEV-00441,SW008,126.0,2023-05-14,ServiceNow,Compliant
DEV-00441,SW010,24.1,2022-10-06,ServiceNow,Compliant
DEV-00441,SW001,126.0,2023-02-21,Intune,Compliant
DEV-00380,SW008,1.0,2026-03-21,Intune,Compliant
DEV-00380,SW009,8.0.421,2025-10-26,JAMF,Non-Compliant
DEV-00380,SW003,24.1,2026-06-27,ServiceNow,Compliant
DEV-00380,SW005,8.0.421,2026-08-07,Intune,Compliant
DEV-00306,SW010,8.0.421,2025-12-16,Intune,Compliant
DEV-00306,SW008,2.5,2025-12-03,Intune,Compliant
DEV-00306,SW001,1.0,2026-05-06,Tanium,Compliant
DEV-00306,SW002,24.1,2026-11-18,ServiceNow,Compliant
DEV-00306,SW005,1.0,2025-12-03,JAMF,Compliant
DEV-00306,SW007,1.0,2027-02-17,ServiceNow,Non-Compliant
DEV-00375,SW005,15.4,2022-10-27,Tanium,Compliant
DEV-00375,SW001,2.5,2022-12-08,JAMF,Compliant
DEV-00375,SW003,1.0,2021-10-24,JAMF,Compliant
DEV-00375,SW007,1.0,2021-11-09,JAMF,Non-Compliant
DEV-00375,SW008,2.5,2022-06-11,JAMF,Compliant
DEV-00375,SW006,15.4,2022-02-17,Tanium,Compliant
DEV-00375,SW004,1.0,2021-12-28,Tanium,Compliant
DEV-00375,SW009,24.1,2021-10-04,JAMF,Non-Compliant
DEV-00320,SW009,15.4,2024-08-09,Intune,Non-Compliant
DEV-00320,SW005,2.5,2025-01-24,Intune,Compliant
DEV-00320,SW010,126.0,2024-06-30,Tanium,Compliant
DEV-00320,SW004,15.4,2025-02-11,ServiceNow,Compliant
DEV-00320,SW002,2.5,2025-02-07,Tanium,Compliant
DEV-00250,SW006,15.4,2025-09-17,ServiceNow,Compliant
DEV-00250,SW005,1.0,2025-10-19,ServiceNow,Compliant
DEV-00250,SW007,24.1,2025-07-18,ServiceNow,Non-Compliant
DEV-00250,SW001,1.0,2025-05-18,Tanium,Compliant
DEV-00439,SW005,8.0.421,2021-09-20,ServiceNow,Compliant
DEV-00439,SW007,8.0.421,2021-06-15,Tanium,Non-Compliant
DEV-00439,SW004,24.1,2022-02-21,Intune,Compliant
DEV-00439,SW003,1.0,2021-09-29,JAMF,Compliant
DEV-00439,SW010,2.5,2021-11-24,ServiceNow,Compliant
DEV-00497,SW007,1.0,2021-10-29,ServiceNow,Non-Compliant
DEV-00497,SW001,126.0,2022-06-16,JAMF,Compliant
DEV-00497,SW010,15.4,2021-11-08,Intune,Compliant
DEV-00497,SW002,126.0,2022-03-14,JAMF,Compliant
DEV-00497,SW006,24.1,2022-07-03,JAMF,Compliant
DEV-00126,SW003,15.4,2021-11-01,JAMF,Compliant
DEV-00126,SW009,8.0.421,2021-10-02,Intune,Non-Compliant
DEV-00126,SW006,1.0,2021-11-27,Intune,Compliant
DEV-00126,SW005,15.4,2021-05-21,ServiceNow,Compliant
DEV-00126,SW008,8.0.421,2021-06-08,Tanium,Compliant
DEV-00124,SW004,2.5,2025-09-03,ServiceNow,Compliant
DEV-00124,SW009,2.5,2026-04-21,JAMF,Non-Compliant
DEV-00124,SW003,24.1,2026-07-06,Tanium,Compliant
DEV-00124,SW007,126.0,2026-03-18,JAMF,Non-Compliant
DEV-00427,SW010,15.4,2026-07-05,Tanium,Compliant
DEV-00427,SW007,126.0,2025-12-28,JAMF,Non-Compliant
DEV-00427,SW001,8.0.421,2025-06-07,ServiceNow,Compliant
DEV-00427,SW003,15.4,2025-11-18,Intune,Compliant
DEV-00427,SW002,15.4,2025-07-01,Tanium,Compliant
DEV-00427,SW008,1.0,2025-09-22,ServiceNow,Compliant
DEV-00290,SW005,126.0,2022-10-17,JAMF,Compliant
DEV-00290,SW001,126.0,2022-07-12,Intune,Compliant
DEV-00290,SW010,15.4,2022-04-30,Intune,Compliant
DEV-00290,SW007,24.1,2022-12-02,ServiceNow,Non-Compliant
DEV-00290,SW008,24.1,2021-10-23,Tanium,Compliant
DEV-00290,SW004,8.0.421,2022-03-05,Intune,Compliant
DEV-00290,SW009,15.4,2023-01-02,ServiceNow,Non-Compliant
DEV-00290,SW003,1.0,2022-12-17,ServiceNow,Compliant
DEV-00101,SW001,8.0.421,2026-01-28,JAMF,Compliant
DEV-00101,SW002,2.5,2025-12-28,Intune,Compliant
DEV-00101,SW004,24.1,2026-04-06,Tanium,Compliant
DEV-00101,SW008,24.1,2026-07-13,Intune,Compliant
DEV-00489,SW007,8.0.421,2024-09-19,Tanium,Non-Compliant
DEV-00489,SW005,24.1,2024-08-25,Tanium,Compliant
DEV-00489,SW008,2.5,2025-01-09,Intune,Compliant
DEV-00489,SW002,15.4,2024-02-16,JAMF,Compliant
DEV-00489,SW006,126.0,2025-02-24,Tanium,Compliant
DEV-00341,SW006,1.0,2023-04-13,Tanium,Compliant
DEV-00341,SW005,2.5,2023-09-14,ServiceNow,Compliant
DEV-00341,SW002,2.5,2023-09-16,JAMF,Compliant
DEV-00341,SW003,2.5,2023-08-09,Intune,Compliant
DEV-00341,SW008,8.0.421,2023-06-25,Intune,Compliant
DEV-00027,SW005,1.0,2021-10-25,Tanium,Compliant
DEV-00027,SW004,2.5,2021-07-13,Intune,Compliant
DEV-00027,SW001,1.0,2021-08-24,Tanium,Compliant
DEV-00027,SW010,126.0,2021-06-21,Tanium,Compliant
DEV-00466,SW006,1.0,2025-06-15,JAMF,Compliant
DEV-00466,SW005,8.0.421,2024-11-28,Tanium,Compliant
DEV-00466,SW008,1.0,2025-01-06,Tanium,Compliant
DEV-00466,SW004,24.1,2025-04-10,Intune,Compliant
DEV-00466,SW009,24.1,2024-04-29,Tanium,Non-Compliant
DEV-00466,SW001,24.1,2025-04-09,Intune,Compliant
DEV-00466,SW007,2.5,2024-10-01,Intune,Non-Compliant
DEV-00079,SW010,2.5,2022-04-06,JAMF,Compliant
DEV-00079,SW003,2.5,2021-06-02,Intune,Compliant
DEV-00079,SW008,24.1,2021-08-19,Tanium,Compliant
DEV-00079,SW002,15.4,2021-12-28,ServiceNow,Compliant
DEV-00079,SW009,24.1,2021-03-21,JAMF,Non-Compliant
DEV-00079,SW001,8.0.421,2021-08-08,JAMF,Compliant
DEV-00079,SW004,15.4,2021-04-26,Intune,Compliant
DEV-00079,SW006,15.4,2022-05-25,JAMF,Compliant
DEV-00105,SW008,24.1,2022-09-03,Intune,Compliant
DEV-00105,SW007,1.0,2021-06-18,JAMF,Non-Compliant
DEV-00105,SW002,126.0,2021-05-28,Tanium,Compliant
DEV-00105,SW006,15.4,2022-06-29,Tanium,Compliant
DEV-00105,SW004,15.4,2021-06-08,ServiceNow,Compliant
DEV-00440,SW010,15.4,2024-04-16,Intune,Compliant
DEV-00440,SW005,126.0,2024-11-05,ServiceNow,Compliant
DEV-00440,SW004,126.0,2024-06-22,Tanium,Compliant
DEV-00440,SW002,8.0.421,2024-03-06,Tanium,Compliant
DEV-00440,SW006,2.5,2025-01-29,Tanium,Compliant
DEV-00278,SW005,8.0.421,2025-08-29,JAMF,Compliant
DEV-00278,SW001,2.5,2025-08-17,Intune,Compliant
DEV-00278,SW007,1.0,2025-02-10,Tanium,Non-Compliant
DEV-00278,SW009,1.0,2025-07-10,Intune,Non-Compliant
DEV-00278,SW006,8.0.421,2025-02-04,JAMF,Compliant
DEV-00278,SW003,24.1,2025-09-15,Tanium,Compliant
DEV-00278,SW004,1.0,2025-06-20,ServiceNow,Compliant
DEV-00356,SW007,2.5,2022-04-15,JAMF,Non-Compliant
DEV-00356,SW003,8.0.421,2021-02-02,Tanium,Compliant
DEV-00356,SW009,2.5,2021-10-14,ServiceNow,Non-Compliant
DEV-00356,SW005,8.0.421,2022-04-13,JAMF,Compliant
DEV-00356,SW010,1.0,2021-04-03,JAMF,Compliant
DEV-00166,SW009,8.0.421,2021-04-26,Tanium,Non-Compliant
DEV-00166,SW005,8.0.421,2021-07-29,ServiceNow,Compliant
DEV-00166,SW010,15.4,2022-04-01,JAMF,Compliant
DEV-00166,SW002,1.0,2021-07-25,JAMF,Compliant
DEV-00166,SW001,8.0.421,2021-08-29,ServiceNow,Compliant
DEV-00166,SW008,15.4,2022-06-01,ServiceNow,Compliant
DEV-00084,SW008,15.4,2022-04-01,JAMF,Compliant
DEV-00084,SW004,15.4,2021-03-06,Intune,Compliant
DEV-00084,SW002,15.4,2021-10-07,Intune,Compliant
DEV-00084,SW007,126.0,2022-04-08,JAMF,Non-Compliant
DEV-00084,SW010,15.4,2021-11-18,JAMF,Compliant
DEV-00062,SW001,126.0,2022-12-05,JAMF,Compliant
DEV-00062,SW008,2.5,2022-12-25,ServiceNow,Compliant
DEV-00062,SW005,8.0.421,2024-02-04,Intune,Compliant
DEV-00062,SW002,8.0.421,2024-02-05,Tanium,Compliant
DEV-00062,SW009,24.1,2023-10-05,ServiceNow,Non-Compliant
DEV-00062,SW003,2.5,2023-11-26,JAMF,Compliant
DEV-00062,SW004,24.1,2023-05-23,Intune,Compliant
DEV-00062,SW010,1.0,2023-07-02,JAMF,Compliant
DEV-00073,SW008,2.5,2025-06-26,Tanium,Compliant
DEV-00073,SW009,24.1,2025-04-23,Tanium,Non-Compliant
DEV-00073,SW010,15.4,2025-12-09,Intune,Compliant
DEV-00073,SW006,8.0.421,2025-04-18,JAMF,Compliant
DEV-00073,SW004,15.4,2025-05-26,Intune,Compliant
DEV-00073,SW003,126.0,2025-06-19,Tanium,Compliant
DEV-00073,SW007,1.0,2026-04-13,Tanium,Non-Compliant
DEV-00138,SW004,2.5,2021-09-13,Tanium,Compliant
DEV-00138,SW007,15.4,2022-04-28,Tanium,Non-Compliant
DEV-00138,SW003,15.4,2022-06-26,JAMF,Compliant
DEV-00138,SW008,24.1,2022-07-19,ServiceNow,Compliant
DEV-00138,SW001,8.0.421,2021-12-01,JAMF,Compliant
DEV-00138,SW010,8.0.421,2021-09-25,JAMF,Compliant
DEV-00138,SW006,2.5,2022-05-15,JAMF,Compliant
DEV-00138,SW009,2.5,2022-01-30,JAMF,Non-Compliant
DEV-00005,SW003,2.5,2023-04-23,Intune,Compliant
DEV-00005,SW002,8.0.421,2023-07-23,Tanium,Compliant
DEV-00005,SW004,1.0,2024-01-12,Intune,Compliant
DEV-00005,SW001,1.0,2023-07-07,Tanium,Compliant
DEV-00005,SW009,2.5,2023-07-21,Tanium,Non-Compliant
DEV-00005,SW008,8.0.421,2023-09-07,JAMF,Compliant
DEV-00005,SW006,2.5,2023-10-31,JAMF,Compliant
DEV-00021,SW002,8.0.421,2024-11-28,ServiceNow,Compliant
DEV-00021,SW008,2.5,2025-03-18,Intune,Compliant
DEV-00021,SW003,8.0.421,2025-06-19,Tanium,Compliant
DEV-00021,SW004,8.0.421,2024-08-03,ServiceNow,Compliant
DEV-00021,SW010,24.1,2025-07-12,JAMF,Compliant
DEV-00021,SW009,15.4,2025-01-10,JAMF,Non-Compliant
DEV-00021,SW006,8.0.421,2025-03-16,Tanium,Compliant
DEV-00021,SW001,126.0,2025-02-06,Tanium,Compliant
DEV-00200,SW005,8.0.421,2023-03-16,ServiceNow,Compliant
DEV-00200,SW009,24.1,2023-06-15,Tanium,Non-Compliant
DEV-00200,SW003,1.0,2023-09-22,JAMF,Compliant
DEV-00200,SW006,1.0,2022-05-17,ServiceNow,Compliant
DEV-00200,SW004,1.0,2022-06-12,ServiceNow,Compliant
DEV-00200,SW008,2.5,2022-09-05,Tanium,Compliant
DEV-00200,SW007,126.0,2023-04-12,Intune,Non-Compliant
DEV-00200,SW002,24.1,2023-02-28,JAMF,Compliant
DEV-00071,SW009,8.0.421,2025-01-07,ServiceNow,Non-Compliant
DEV-00071,SW003,15.4,2024-04-02,Tanium,Compliant
DEV-00071,SW005,24.1,2025-01-31,ServiceNow,Compliant
DEV-00071,SW006,15.4,2024-10-11,Tanium,Compliant
DEV-00067,SW007,15.4,2024-08-20,Tanium,Non-Compliant
DEV-00067,SW001,15.4,2024-11-16,Intune,Compliant
DEV-00067,SW003,2.5,2025-06-17,Intune,Compliant
DEV-00067,SW006,126.0,2025-01-03,Intune,Compliant
DEV-00067,SW009,2.5,2025-01-30,JAMF,Non-Compliant
DEV-00067,SW004,8.0.421,2025-06-05,Tanium,Compliant
DEV-00067,SW005,24.1,2025-07-26,Tanium,Compliant
DEV-00139,SW005,15.4,2023-09-26,Tanium,Compliant
DEV-00139,SW002,2.5,2023-12-19,Intune,Compliant
DEV-00139,SW010,8.0.421,2024-01-04,Tanium,Compliant
DEV-00139,SW006,8.0.421,2024-03-19,Tanium,Compliant
DEV-00139,SW003,1.0,2023-10-24,ServiceNow,Compliant
DEV-00139,SW009,8.0.421,2023-09-23,Intune,Non-Compliant
DEV-00139,SW004,8.0.421,2024-04-13,Intune,Compliant
DEV-00139,SW008,2.5,2023-07-19,JAMF,Compliant
DEV-00049,SW006,126.0,2025-08-25,Intune,Compliant
DEV-00049,SW002,24.1,2026-07-07,Tanium,Compliant
DEV-00049,SW010,8.0.421,2025-07-15,Intune,Compliant
DEV-00049,SW008,8.0.421,2026-05-13,Intune,Compliant
DEV-00049,SW005,126.0,2026-02-23,ServiceNow,Compliant
DEV-00049,SW007,126.0,2026-04-27,Intune,Non-Compliant
DEV-00049,SW004,8.0.421,2026-03-08,Tanium,Compliant
DEV-00049,SW009,126.0,2026-08-03,Intune,Non-Compliant
DEV-00248,SW005,126.0,2024-03-09,Intune,Compliant
DEV-00248,SW009,15.4,2024-05-05,ServiceNow,Non-Compliant
DEV-00248,SW007,24.1,2025-02-22,JAMF,Non-Compliant
DEV-00248,SW008,2.5,2024-06-25,Intune,Compliant
DEV-00156,SW004,8.0.421,2025-08-14,Tanium,Compliant
DEV-00156,SW005,2.5,2025-03-17,Intune,Compliant
DEV-00156,SW003,8.0.421,2025-06-13,Intune,Compliant
DEV-00156,SW007,8.0.421,2025-07-18,JAMF,Non-Compliant
DEV-00156,SW010,15.4,2025-05-24,JAMF,Compliant
DEV-00156,SW008,15.4,2025-08-30,JAMF,Compliant
DEV-00156,SW006,126.0,2025-10-26,Tanium,Compliant
DEV-00156,SW009,15.4,2026-04-14,JAMF,Non-Compliant
DEV-00381,SW005,24.1,2023-05-11,Tanium,Compliant
DEV-00381,SW004,2.5,2024-06-11,ServiceNow,Compliant
DEV-00381,SW001,2.5,2024-04-29,ServiceNow,Compliant
DEV-00381,SW008,8.0.421,2024-02-25,ServiceNow,Compliant
DEV-00426,SW010,126.0,2026-10-15,Tanium,Compliant
DEV-00426,SW009,126.0,2026-08-24,Tanium,Non-Compliant
DEV-00426,SW005,24.1,2026-02-02,Intune,Compliant
DEV-00426,SW004,8.0.421,2025-07-15,Tanium,Compliant
DEV-00426,SW006,24.1,2026-01-09,ServiceNow,Compliant
DEV-00208,SW004,126.0,2025-10-25,Intune,Compliant
DEV-00208,SW003,8.0.421,2025-11-07,Tanium,Compliant
DEV-00208,SW002,24.1,2026-06-23,Tanium,Compliant
DEV-00208,SW005,2.5,2026-04-10,Intune,Compliant
DEV-00208,SW007,15.4,2026-08-19,JAMF,Non-Compliant
DEV-00208,SW001,8.0.421,2026-03-11,Intune,Compliant
DEV-00023,SW009,2.5,2024-12-31,Intune,Non-Compliant
DEV-00023,SW004,8.0.421,2024-05-26,JAMF,Compliant
DEV-00023,SW001,24.1,2024-01-31,JAMF,Compliant
DEV-00023,SW010,8.0.421,2024-06-08,JAMF,Compliant
DEV-00023,SW007,15.4,2024-03-20,Intune,Non-Compliant
DEV-00023,SW005,24.1,2025-01-20,JAMF,Compliant
DEV-00012,SW005,15.4,2023-10-09,Tanium,Compliant
DEV-00012,SW007,126.0,2023-09-15,Intune,Non-Compliant
DEV-00012,SW003,24.1,2023-03-24,Intune,Compliant
DEV-00012,SW006,2.5,2024-07-08,Tanium,Compliant
DEV-00012,SW004,2.5,2024-04-24,JAMF,Compliant
DEV-00012,SW008,2.5,2023-08-26,Tanium,Compliant
DEV-00012,SW002,15.4,2023-03-25,Tanium,Compliant
DEV-00012,SW010,8.0.421,2024-03-03,Intune,Compliant
DEV-00206,SW008,2.5,2023-12-18,Intune,Compliant
DEV-00206,SW002,2.5,2023-12-03,Intune,Compliant
DEV-00206,SW001,15.4,2024-01-23,Intune,Compliant
DEV-00206,SW007,8.0.421,2024-01-16,JAMF,Non-Compliant
DEV-00206,SW006,8.0.421,2024-08-19,ServiceNow,Compliant
DEV-00206,SW004,15.4,2023-12-24,Tanium,Compliant
DEV-00443,SW007,2.5,2025-11-22,Intune,Non-Compliant
DEV-00443,SW001,1.0,2024-09-15,Tanium,Compliant
DEV-00443,SW003,8.0.421,2024-10-15,ServiceNow,Compliant
DEV-00443,SW006,1.0,2025-03-31,JAMF,Compliant
DEV-00443,SW002,126.0,2025-08-25,JAMF,Compliant
DEV-00443,SW008,24.1,2024-08-13,JAMF,Compliant
DEV-00443,SW009,15.4,2025-02-01,Intune,Non-Compliant
DEV-00443,SW005,2.5,2025-01-31,JAMF,Compliant
DEV-00304,SW010,24.1,2025-08-31,JAMF,Compliant
DEV-00304,SW008,1.0,2026-08-15,Intune,Compliant
DEV-00304,SW007,1.0,2025-07-31,Tanium,Non-Compliant
DEV-00304,SW001,126.0,2026-09-05,Tanium,Compliant
DEV-00304,SW003,2.5,2025-12-28,Tanium,Compliant
DEV-00304,SW009,1.0,2026-09-20,Intune,Non-Compliant
DEV-00304,SW002,15.4,2026-07-18,JAMF,Compliant
DEV-00351,SW002,24.1,2024-04-17,Tanium,Compliant
DEV-00351,SW009,126.0,2024-03-05,ServiceNow,Non-Compliant
DEV-00351,SW004,126.0,2024-09-06,ServiceNow,Compliant
DEV-00351,SW003,126.0,2023-12-22,ServiceNow,Compliant
DEV-00351,SW006,15.4,2024-10-22,Intune,Compliant
DEV-00351,SW007,1.0,2024-04-28,Intune,Non-Compliant
DEV-00470,SW005,24.1,2024-08-03,JAMF,Compliant
DEV-00470,SW007,15.4,2024-12-22,Intune,Non-Compliant
DEV-00470,SW009,126.0,2024-09-29,JAMF,Non-Compliant
DEV-00470,SW004,126.0,2025-05-04,ServiceNow,Compliant
DEV-00470,SW006,126.0,2025-02-19,ServiceNow,Compliant
DEV-00470,SW002,24.1,2024-09-30,JAMF,Compliant
DEV-00470,SW010,8.0.421,2024-07-03,Tanium,Compliant
DEV-00258,SW006,24.1,2024-09-22,Tanium,Compliant
DEV-00258,SW002,8.0.421,2024-08-06,Tanium,Compliant
DEV-00258,SW007,8.0.421,2023-11-14,Tanium,Non-Compliant
DEV-00258,SW004,1.0,2024-10-14,Tanium,Compliant
DEV-00258,SW009,8.0.421,2024-09-23,Intune,Non-Compliant
DEV-00258,SW008,24.1,2024-05-18,JAMF,Compliant
DEV-00258,SW010,2.5,2023-10-18,Tanium,Compliant
DEV-00258,SW005,2.5,2023-10-15,Tanium,Compliant
DEV-00081,SW003,1.0,2025-06-25,Tanium,Compliant
DEV-00081,SW004,8.0.421,2024-08-08,Tanium,Compliant
DEV-00081,SW001,1.0,2024-06-02,ServiceNow,Compliant
DEV-00081,SW007,8.0.421,2025-06-16,Intune,Non-Compliant
DEV-00081,SW002,2.5,2024-07-14,JAMF,Compliant
DEV-00081,SW006,2.5,2024-03-11,Tanium,Compliant
DEV-00081,SW009,126.0,2025-01-05,JAMF,Non-Compliant
DEV-00129,SW008,2.5,2025-06-27,ServiceNow,Compliant
DEV-00129,SW001,1.0,2025-11-24,JAMF,Compliant
DEV-00129,SW005,24.1,2025-11-09,ServiceNow,Compliant
DEV-00129,SW006,24.1,2025-03-21,Tanium,Compliant
DEV-00233,SW006,1.0,2025-03-24,Intune,Compliant
DEV-00233,SW003,2.5,2024-12-21,Intune,Compliant
DEV-00233,SW010,2.5,2025-12-22,JAMF,Compliant
DEV-00233,SW008,15.4,2025-08-12,ServiceNow,Compliant
DEV-00233,SW002,126.0,2025-05-30,Tanium,Compliant
DEV-00233,SW005,126.0,2026-01-27,ServiceNow,Compliant
DEV-00233,SW009,8.0.421,2025-10-27,JAMF,Non-Compliant
DEV-00233,SW004,1.0,2025-12-21,Intune,Compliant
DEV-00467,SW008,1.0,2023-02-03,JAMF,Compliant
DEV-00467,SW009,126.0,2022-09-03,JAMF,Non-Compliant
DEV-00467,SW001,1.0,2023-03-05,Tanium,Compliant
DEV-00467,SW010,15.4,2022-10-25,ServiceNow,Compliant
DEV-00467,SW002,24.1,2023-07-31,Intune,Compliant
DEV-00467,SW005,2.5,2023-09-10,Intune,Compliant
DEV-00467,SW007,8.0.421,2023-06-09,JAMF,Non-Compliant
DEV-00223,SW001,24.1,2023-11-25,JAMF,Compliant
DEV-00223,SW008,8.0.421,2023-11-29,Intune,Compliant
DEV-00223,SW004,2.5,2023-02-18,Intune,Compliant
DEV-00223,SW003,126.0,2023-09-23,Tanium,Compliant
DEV-00223,SW010,126.0,2023-04-08,Intune,Compliant
DEV-00223,SW006,15.4,2023-07-26,Intune,Compliant
DEV-00223,SW005,126.0,2023-05-06,JAMF,Compliant
DEV-00223,SW002,126.0,2023-11-08,JAMF,Compliant
DEV-00312,SW002,15.4,2026-05-04,Intune,Compliant
DEV-00312,SW004,126.0,2026-03-30,ServiceNow,Compliant
DEV-00312,SW006,2.5,2025-09-22,Tanium,Compliant
DEV-00312,SW010,2.5,2026-05-27,JAMF,Compliant
DEV-00312,SW005,2.5,2026-03-10,Intune,Compliant
DEV-00312,SW003,24.1,2025-07-21,ServiceNow,Compliant
DEV-00312,SW001,1.0,2025-05-03,ServiceNow,Compliant
DEV-00312,SW008,2.5,2026-04-08,Intune,Compliant
DEV-00431,SW006,8.0.421,2024-02-11,Tanium,Compliant
DEV-00431,SW007,126.0,2023-10-23,Intune,Non-Compliant
DEV-00431,SW010,15.4,2024-02-27,ServiceNow,Compliant
DEV-00431,SW008,126.0,2022-12-08,Tanium,Compliant
DEV-00326,SW008,2.5,2022-03-12,JAMF,Compliant
DEV-00326,SW007,1.0,2022-12-07,ServiceNow,Non-Compliant
DEV-00326,SW004,8.0.421,2021-09-16,JAMF,Compliant
DEV-00326,SW003,15.4,2021-12-18,ServiceNow,Compliant
DEV-00326,SW001,2.5,2022-06-22,JAMF,Compliant
DEV-00326,SW010,1.0,2022-09-05,Tanium,Compliant
DEV-00087,SW008,126.0,2023-05-15,Intune,Compliant
DEV-00087,SW005,15.4,2023-09-11,JAMF,Compliant
DEV-00087,SW002,24.1,2023-06-10,Intune,Compliant
DEV-00087,SW006,8.0.421,2023-02-17,JAMF,Compliant
DEV-00087,SW010,8.0.421,2023-11-12,JAMF,Compliant
DEV-00087,SW009,1.0,2023-06-08,Intune,Non-Compliant
DEV-00379,SW008,15.4,2026-05-30,ServiceNow,Compliant
DEV-00379,SW010,15.4,2025-12-07,ServiceNow,Compliant
DEV-00379,SW009,15.4,2025-06-05,ServiceNow,Non-Compliant
DEV-00379,SW002,126.0,2026-07-19,JAMF,Compliant
DEV-00379,SW001,24.1,2025-09-09,Intune,Compliant
DEV-00008,SW004,8.0.421,2024-05-16,Tanium,Compliant
DEV-00008,SW002,126.0,2024-03-14,JAMF,Compliant
DEV-00008,SW003,24.1,2023-09-29,JAMF,Compliant
DEV-00008,SW009,8.0.421,2023-06-22,ServiceNow,Non-Compliant
DEV-00500,SW002,2.5,2021-07-25,JAMF,Compliant
DEV-00500,SW009,1.0,2022-01-13,Tanium,Non-Compliant
DEV-00500,SW004,126.0,2022-01-17,JAMF,Compliant
DEV-00500,SW010,2.5,2021-11-09,JAMF,Compliant
DEV-00500,SW007,1.0,2022-01-12,Intune,Non-Compliant
DEV-00500,SW005,1.0,2022-01-21,Intune,Compliant
DEV-00500,SW003,126.0,2022-07-31,Tanium,Compliant
DEV-00238,SW008,126.0,2022-12-10,Intune,Compliant
DEV-00238,SW010,1.0,2022-08-25,Intune,Compliant
DEV-00238,SW003,126.0,2022-08-05,ServiceNow,Compliant
DEV-00238,SW002,1.0,2022-11-12,Tanium,Compliant
DEV-00386,SW001,126.0,2022-12-20,Intune,Compliant
DEV-00386,SW010,1.0,2022-11-04,JAMF,Compliant
DEV-00386,SW004,2.5,2023-01-19,Intune,Compliant
DEV-00386,SW005,2.5,2022-05-11,Intune,Compliant
DEV-00300,SW007,2.5,2025-11-03,Intune,Non-Compliant
DEV-00300,SW001,24.1,2025-06-18,Intune,Compliant
DEV-00300,SW004,24.1,2026-02-15,JAMF,Compliant
DEV-00300,SW002,15.4,2025-09-05,Tanium,Compliant
DEV-00300,SW008,24.1,2026-02-16,ServiceNow,Compliant
DEV-00300,SW003,126.0,2025-04-13,Intune,Compliant
DEV-00300,SW006,1.0,2025-07-01,JAMF,Compliant
DEV-00300,SW009,1.0,2026-02-01,JAMF,Non-Compliant
DEV-00311,SW010,1.0,2026-02-07,Intune,Compliant
DEV-00311,SW009,126.0,2026-09-09,Tanium,Non-Compliant
DEV-00311,SW001,126.0,2025-08-26,JAMF,Compliant
DEV-00311,SW003,8.0.421,2026-04-13,JAMF,Compliant
DEV-00311,SW007,1.0,2025-08-29,ServiceNow,Non-Compliant
DEV-00311,SW004,2.5,2026-09-28,Intune,Compliant
DEV-00311,SW008,8.0.421,2026-08-10,ServiceNow,Compliant
DEV-00298,SW001,2.5,2021-12-27,Intune,Compliant
DEV-00298,SW006,1.0,2023-03-31,Intune,Compliant
DEV-00298,SW009,15.4,2023-03-20,ServiceNow,Non-Compliant
DEV-00298,SW007,24.1,2022-01-09,Tanium,Non-Compliant
DEV-00298,SW010,1.0,2022-03-06,Intune,Compliant
DEV-00298,SW008,1.0,2022-08-25,Tanium,Compliant
DEV-00298,SW003,2.5,2023-04-23,Tanium,Compliant
DEV-00298,SW002,2.5,2022-06-25,Tanium,Compliant
DEV-00382,SW004,24.1,2024-01-20,Tanium,Compliant
DEV-00382,SW007,126.0,2023-12-08,Intune,Non-Compliant
DEV-00382,SW006,2.5,2024-06-15,JAMF,Compliant
DEV-00382,SW008,24.1,2024-09-03,Tanium,Compliant
DEV-00382,SW002,2.5,2023-12-29,Intune,Compliant
DEV-00421,SW009,8.0.421,2023-12-26,ServiceNow,Non-Compliant
DEV-00421,SW006,8.0.421,2023-09-27,Tanium,Compliant
DEV-00421,SW007,8.0.421,2023-11-06,ServiceNow,Non-Compliant
