SnapshotDateKey,DeviceID,MissingCriticalPatches,MissingSecurityPatches,DaysSinceLastPatch,ComplianceStatus,SourceSystem,CollectedAt
20260101,DEV-00430,0,0,42,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00431,1,0,0,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00433,1,0,9,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00435,0,2,28,Compliant,Tanium,2026-01-05
20260101,DEV-00436,0,2,5,Compliant,Tanium,2026-01-03
20260101,DEV-00437,0,1,42,Non-Compliant,Tanium,2026-01-04
20260101,DEV-00438,0,0,16,Compliant,Tanium,2026-01-05
20260101,DEV-00440,1,1,4,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00441,0,2,14,Compliant,Tanium,2026-01-02
20260101,DEV-00442,3,1,44,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00443,0,0,3,Compliant,Tanium,2026-01-05
20260101,DEV-00444,1,0,12,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00445,4,1,25,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00446,1,0,10,Non-Compliant,Tanium,2026-01-04
20260101,DEV-00447,0,0,8,Compliant,Tanium,2026-01-05
20260101,DEV-00449,0,0,21,Compliant,Tanium,2026-01-02
20260101,DEV-00450,0,0,12,Compliant,Tanium,2026-01-03
20260101,DEV-00451,0,0,3,Compliant,Tanium,2026-01-02
20260101,DEV-00453,1,0,17,Non-Compliant,Tanium,2026-01-04
20260101,DEV-00454,0,0,2,Compliant,Tanium,2026-01-03
20260101,DEV-00455,0,1,31,Non-Compliant,Tanium,2026-01-04
20260101,DEV-00457,0,0,14,Compliant,Tanium,2026-01-02
20260101,DEV-00458,0,0,5,Compliant,Tanium,2026-01-05
20260101,DEV-00459,0,0,41,Non-Compliant,Tanium,2026-01-05
20260101,DEV-00461,0,0,13,Compliant,Tanium,2026-01-02
20260101,DEV-00463,0,0,36,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00464,2,3,11,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00465,2,1,17,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00467,0,0,30,Compliant,Tanium,2026-01-05
20260101,DEV-00468,0,3,21,Compliant,Tanium,2026-01-03
20260101,DEV-00469,0,0,7,Compliant,Tanium,2026-01-05
20260101,DEV-00470,0,1,9,Compliant,Tanium,2026-01-02
20260101,DEV-00471,0,4,27,Compliant,Tanium,2026-01-03
20260101,DEV-00472,1,0,37,Non-Compliant,Tanium,2026-01-05
20260101,DEV-00473,1,2,13,Non-Compliant,Tanium,2026-01-05
20260101,DEV-00474,0,0,7,Compliant,Tanium,2026-01-02
20260101,DEV-00475,0,2,7,Compliant,Tanium,2026-01-01
20260101,DEV-00476,0,0,15,Compliant,Tanium,2026-01-02
20260101,DEV-00477,0,0,44,Non-Compliant,Tanium,2026-01-04
20260101,DEV-00478,1,0,42,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00480,0,1,14,Compliant,Tanium,2026-01-02
20260101,DEV-00481,0,2,21,Compliant,Tanium,2026-01-03
20260101,DEV-00482,0,3,18,Compliant,Tanium,2026-01-05
20260101,DEV-00483,1,1,12,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00484,0,0,38,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00485,0,0,7,Compliant,Tanium,2026-01-02
20260101,DEV-00486,0,0,14,Compliant,Tanium,2026-01-05
20260101,DEV-00487,0,0,26,Compliant,Tanium,2026-01-02
20260101,DEV-00488,1,0,17,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00489,0,1,14,Compliant,Tanium,2026-01-04
20260101,DEV-00490,0,3,16,Compliant,Tanium,2026-01-04
20260101,DEV-00492,0,3,28,Compliant,Tanium,2026-01-02
20260101,DEV-00493,0,0,6,Compliant,Tanium,2026-01-03
20260101,DEV-00494,0,0,38,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00495,0,1,33,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00497,1,0,40,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00498,0,0,29,Compliant,Tanium,2026-01-04
20260101,DEV-00499,0,0,33,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00500,2,0,42,Non-Compliant,Tanium,2026-01-04
20260201,DEV-00001,0,0,2,Compliant,Tanium,2026-02-03
20260201,DEV-00002,0,1,45,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00003,2,0,9,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00004,0,0,31,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00006,4,0,11,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00007,0,0,33,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00008,0,3,19,Compliant,Tanium,2026-02-03
20260201,DEV-00009,1,0,45,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00010,0,4,36,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00011,1,0,0,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00012,4,0,18,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00013,0,0,14,Compliant,Tanium,2026-02-04
20260201,DEV-00015,2,0,21,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00016,0,0,35,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00017,0,0,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00018,0,2,27,Compliant,Tanium,2026-02-01
20260201,DEV-00019,0,0,42,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00021,0,0,27,Compliant,Tanium,2026-02-03
20260201,DEV-00022,1,3,38,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00023,0,0,19,Compliant,Tanium,2026-02-01
20260201,DEV-00024,2,3,15,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00025,1,1,12,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00026,0,1,0,Compliant,Tanium,2026-02-01
20260201,DEV-00027,0,0,7,Compliant,Tanium,2026-02-01
20260201,DEV-00028,3,0,16,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00031,0,0,44,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00032,0,1,19,Compliant,Tanium,2026-02-04
20260201,DEV-00033,0,0,12,Compliant,Tanium,2026-02-02
20260201,DEV-00034,0,0,30,Compliant,Tanium,2026-02-02
20260201,DEV-00035,0,0,37,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00036,1,3,6,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00037,0,0,8,Compliant,Tanium,2026-02-03
20260201,DEV-00038,0,2,26,Compliant,Tanium,2026-02-01
20260201,DEV-00039,0,2,17,Compliant,Tanium,2026-02-03
20260201,DEV-00040,2,0,8,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00041,1,0,40,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00042,0,0,40,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00044,0,0,9,Compliant,Tanium,2026-02-05
20260201,DEV-00046,0,0,15,Compliant,Tanium,2026-02-04
20260201,DEV-00047,0,0,30,Compliant,Tanium,2026-02-01
20260201,DEV-00048,2,3,0,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00049,0,1,42,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00050,3,0,18,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00051,2,0,14,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00052,0,0,37,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00053,0,5,2,Compliant,Tanium,2026-02-04
20260201,DEV-00054,0,0,26,Compliant,Tanium,2026-02-01
20260201,DEV-00055,2,0,38,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00056,0,0,21,Compliant,Tanium,2026-02-04
20260201,DEV-00057,0,0,1,Compliant,Tanium,2026-02-01
20260201,DEV-00059,0,0,35,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00060,0,0,42,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00061,0,0,16,Compliant,Tanium,2026-02-05
20260201,DEV-00062,0,0,18,Compliant,Tanium,2026-02-01
20260201,DEV-00063,0,1,29,Compliant,Tanium,2026-02-04
20260201,DEV-00064,2,4,42,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00065,2,0,35,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00066,1,2,10,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00067,3,0,3,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00068,0,0,10,Compliant,Tanium,2026-02-01
20260201,DEV-00069,0,3,43,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00070,0,5,10,Compliant,Tanium,2026-02-01
20260201,DEV-00071,0,4,37,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00072,2,0,10,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00073,1,0,43,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00074,0,0,34,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00075,0,3,4,Compliant,Tanium,2026-02-05
20260201,DEV-00076,0,0,38,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00078,0,3,15,Compliant,Tanium,2026-02-05
20260201,DEV-00079,1,0,27,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00081,1,0,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00082,0,0,34,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00083,0,0,25,Compliant,Tanium,2026-02-05
20260201,DEV-00084,0,1,43,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00085,1,0,19,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00086,0,1,5,Compliant,Tanium,2026-02-01
20260201,DEV-00087,0,1,25,Compliant,Tanium,2026-02-02
20260201,DEV-00088,0,0,37,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00089,0,2,23,Compliant,Tanium,2026-02-02
20260201,DEV-00090,0,0,45,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00091,0,2,11,Compliant,Tanium,2026-02-05
20260201,DEV-00092,0,0,10,Compliant,Tanium,2026-02-04
20260201,DEV-00093,0,1,15,Compliant,Tanium,2026-02-01
20260201,DEV-00094,2,4,27,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00096,0,2,18,Compliant,Tanium,2026-02-02
20260201,DEV-00097,1,3,7,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00098,1,0,43,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00099,3,0,24,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00100,1,1,5,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00101,0,2,44,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00102,2,1,13,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00103,0,2,43,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00104,1,0,42,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00105,0,5,3,Compliant,Tanium,2026-02-04
20260201,DEV-00106,0,4,10,Compliant,Tanium,2026-02-01
20260201,DEV-00107,0,2,15,Compliant,Tanium,2026-02-03
20260201,DEV-00108,1,0,10,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00109,0,0,45,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00111,0,0,35,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00112,0,2,44,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00113,0,0,35,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00114,0,0,31,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00115,0,0,14,Compliant,Tanium,2026-02-02
20260201,DEV-00116,1,4,8,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00117,0,1,36,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00118,0,0,7,Compliant,Tanium,2026-02-04
20260201,DEV-00119,0,0,38,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00120,0,0,14,Compliant,Tanium,2026-02-01
20260201,DEV-00121,0,1,38,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00122,0,0,22,Compliant,Tanium,2026-02-05
20260201,DEV-00123,0,0,1,Compliant,Tanium,2026-02-05
20260201,DEV-00124,0,3,21,Compliant,Tanium,2026-02-02
20260201,DEV-00125,0,2,26,Compliant,Tanium,2026-02-04
20260201,DEV-00127,1,2,39,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00128,0,0,42,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00129,1,0,25,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00130,0,3,24,Compliant,Tanium,2026-02-03
20260201,DEV-00131,0,0,28,Compliant,Tanium,2026-02-03
20260201,DEV-00132,0,3,0,Compliant,Tanium,2026-02-04
20260201,DEV-00134,0,3,32,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00135,0,2,0,Compliant,Tanium,2026-02-03
20260201,DEV-00136,0,4,40,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00137,1,2,4,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00138,0,0,35,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00139,0,0,9,Compliant,Tanium,2026-02-03
20260201,DEV-00140,0,3,23,Compliant,Tanium,2026-02-03
20260201,DEV-00141,0,0,32,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00142,0,0,14,Compliant,Tanium,2026-02-01
20260201,DEV-00143,3,5,42,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00144,0,0,29,Compliant,Tanium,2026-02-04
20260201,DEV-00145,2,1,41,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00146,0,2,21,Compliant,Tanium,2026-02-05
20260201,DEV-00147,4,0,28,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00148,0,0,0,Compliant,Tanium,2026-02-05
20260201,DEV-00149,0,0,8,Compliant,Tanium,2026-02-01
20260201,DEV-00150,1,0,32,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00152,0,0,32,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00153,0,2,31,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00154,0,0,20,Compliant,Tanium,2026-02-03
20260201,DEV-00155,1,4,41,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00157,0,2,37,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00158,0,0,30,Compliant,Tanium,2026-02-01
20260201,DEV-00159,0,3,13,Compliant,Tanium,2026-02-03
20260201,DEV-00160,0,0,11,Compliant,Tanium,2026-02-03
20260201,DEV-00162,0,0,13,Compliant,Tanium,2026-02-05
20260201,DEV-00163,4,0,21,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00164,0,4,0,Compliant,Tanium,2026-02-02
20260201,DEV-00165,0,4,31,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00166,0,3,7,Compliant,Tanium,2026-02-01
20260201,DEV-00167,1,0,23,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00169,4,0,44,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00170,0,0,24,Compliant,Tanium,2026-02-03
20260201,DEV-00171,0,3,26,Compliant,Tanium,2026-02-01
20260201,DEV-00172,0,2,36,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00173,0,0,29,Compliant,Tanium,2026-02-04
20260201,DEV-00174,2,0,7,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00175,0,0,45,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00176,0,1,30,Compliant,Tanium,2026-02-02
20260201,DEV-00177,1,0,23,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00178,0,0,23,Compliant,Tanium,2026-02-02
20260201,DEV-00179,0,0,4,Compliant,Tanium,2026-02-01
20260201,DEV-00180,0,0,9,Compliant,Tanium,2026-02-05
20260201,DEV-00182,0,0,18,Compliant,Tanium,2026-02-03
20260201,DEV-00183,0,0,13,Compliant,Tanium,2026-02-04
20260201,DEV-00184,0,0,19,Compliant,Tanium,2026-02-01
20260201,DEV-00185,0,1,23,Compliant,Tanium,2026-02-05
20260201,DEV-00186,3,0,15,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00187,0,3,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00188,0,0,18,Compliant,Tanium,2026-02-01
20260201,DEV-00189,0,4,43,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00190,1,0,43,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00191,0,0,0,Compliant,Tanium,2026-02-01
20260201,DEV-00192,0,1,8,Compliant,Tanium,2026-02-01
20260201,DEV-00193,0,1,22,Compliant,Tanium,2026-02-02
20260201,DEV-00194,0,0,38,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00195,1,0,32,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00196,1,1,30,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00197,0,4,25,Compliant,Tanium,2026-02-01
20260201,DEV-00198,0,0,31,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00199,1,0,23,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00200,2,0,24,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00201,3,0,45,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00202,0,0,36,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00203,0,0,7,Compliant,Tanium,2026-02-02
20260201,DEV-00205,0,1,31,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00206,3,0,39,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00207,0,5,20,Compliant,Tanium,2026-02-05
20260201,DEV-00209,0,3,37,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00210,0,0,30,Compliant,Tanium,2026-02-02
20260201,DEV-00211,0,0,45,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00213,0,1,22,Compliant,Tanium,2026-02-01
20260201,DEV-00214,3,0,23,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00215,0,0,19,Compliant,Tanium,2026-02-04
20260201,DEV-00217,0,0,37,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00219,0,0,25,Compliant,Tanium,2026-02-03
20260201,DEV-00220,0,0,4,Compliant,Tanium,2026-02-01
20260201,DEV-00221,0,0,11,Compliant,Tanium,2026-02-02
20260201,DEV-00222,0,0,10,Compliant,Tanium,2026-02-02
20260201,DEV-00223,0,0,34,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00224,2,1,9,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00225,1,1,3,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00226,0,0,24,Compliant,Tanium,2026-02-03
20260201,DEV-00227,0,2,1,Compliant,Tanium,2026-02-03
20260201,DEV-00228,0,1,13,Compliant,Tanium,2026-02-02
20260201,DEV-00229,0,0,10,Compliant,Tanium,2026-02-02
20260201,DEV-00230,0,1,18,Compliant,Tanium,2026-02-02
20260201,DEV-00231,0,1,11,Compliant,Tanium,2026-02-02
20260201,DEV-00232,0,0,24,Compliant,Tanium,2026-02-03
20260201,DEV-00233,1,0,27,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00234,0,2,28,Compliant,Tanium,2026-02-02
20260201,DEV-00235,0,0,12,Compliant,Tanium,2026-02-02
20260201,DEV-00236,0,0,39,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00237,2,1,25,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00238,1,0,30,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00239,0,0,28,Compliant,Tanium,2026-02-04
20260201,DEV-00240,0,1,25,Compliant,Tanium,2026-02-05
20260201,DEV-00241,1,1,8,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00242,0,1,36,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00243,0,0,0,Compliant,Tanium,2026-02-05
20260201,DEV-00244,1,0,6,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00245,0,5,15,Compliant,Tanium,2026-02-01
20260201,DEV-00246,1,4,42,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00249,0,3,25,Compliant,Tanium,2026-02-04
20260201,DEV-00250,0,2,7,Compliant,Tanium,2026-02-05
20260201,DEV-00251,0,0,5,Compliant,Tanium,2026-02-02
20260201,DEV-00252,0,0,17,Compliant,Tanium,2026-02-05
20260201,DEV-00253,0,3,33,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00254,0,1,36,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00255,0,0,11,Compliant,Tanium,2026-02-05
20260201,DEV-00256,0,0,6,Compliant,Tanium,2026-02-03
20260201,DEV-00259,1,0,38,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00260,0,0,38,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00261,0,0,33,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00263,0,0,37,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00264,1,0,39,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00265,0,2,23,Compliant,Tanium,2026-02-01
20260201,DEV-00266,1,5,19,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00267,2,3,33,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00268,0,4,28,Compliant,Tanium,2026-02-02
20260201,DEV-00269,0,0,10,Compliant,Tanium,2026-02-05
20260201,DEV-00271,0,2,40,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00272,0,0,33,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00273,2,1,22,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00274,0,0,32,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00275,0,1,26,Compliant,Tanium,2026-02-01
20260201,DEV-00276,0,1,31,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00277,0,0,37,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00278,0,1,2,Compliant,Tanium,2026-02-02
20260201,DEV-00279,0,0,34,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00281,0,0,24,Compliant,Tanium,2026-02-05
20260201,DEV-00282,1,0,19,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00283,1,0,42,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00284,0,4,8,Compliant,Tanium,2026-02-03
20260201,DEV-00285,2,0,35,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00286,0,0,39,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00287,0,0,28,Compliant,Tanium,2026-02-01
20260201,DEV-00288,0,0,35,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00289,0,1,9,Compliant,Tanium,2026-02-02
20260201,DEV-00290,4,0,2,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00291,0,1,19,Compliant,Tanium,2026-02-02
20260201,DEV-00292,0,1,6,Compliant,Tanium,2026-02-01
20260201,DEV-00293,0,3,9,Compliant,Tanium,2026-02-01
20260201,DEV-00294,0,1,8,Compliant,Tanium,2026-02-05
20260201,DEV-00295,0,0,15,Compliant,Tanium,2026-02-05
20260201,DEV-00296,0,0,16,Compliant,Tanium,2026-02-03
20260201,DEV-00297,0,0,15,Compliant,Tanium,2026-02-03
20260201,DEV-00298,3,2,17,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00299,0,0,19,Compliant,Tanium,2026-02-02
20260201,DEV-00300,1,0,22,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00301,0,0,37,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00302,0,1,5,Compliant,Tanium,2026-02-02
20260201,DEV-00304,0,2,39,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00305,2,0,22,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00306,0,0,33,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00307,0,2,37,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00308,0,1,42,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00309,0,1,7,Compliant,Tanium,2026-02-02
20260201,DEV-00310,1,3,10,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00311,0,0,4,Compliant,Tanium,2026-02-04
20260201,DEV-00312,0,1,9,Compliant,Tanium,2026-02-04
20260201,DEV-00313,0,0,16,Compliant,Tanium,2026-02-02
20260201,DEV-00314,0,2,29,Compliant,Tanium,2026-02-01
20260201,DEV-00315,0,0,10,Compliant,Tanium,2026-02-05
20260201,DEV-00316,3,2,45,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00317,1,0,33,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00318,0,0,16,Compliant,Tanium,2026-02-01
20260201,DEV-00319,1,0,25,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00320,0,0,7,Compliant,Tanium,2026-02-03
20260201,DEV-00321,0,4,17,Compliant,Tanium,2026-02-02
20260201,DEV-00322,0,0,26,Compliant,Tanium,2026-02-04
20260201,DEV-00323,1,2,35,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00324,1,1,28,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00325,0,0,31,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00326,0,0,36,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00328,0,1,2,Compliant,Tanium,2026-02-02
20260201,DEV-00330,4,0,8,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00331,0,0,23,Compliant,Tanium,2026-02-03
20260201,DEV-00333,1,0,20,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00335,0,0,6,Compliant,Tanium,2026-02-01
20260201,DEV-00336,0,0,38,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00337,0,0,36,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00338,1,0,33,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00339,1,0,37,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00340,1,3,41,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00341,0,0,21,Compliant,Tanium,2026-02-01
20260201,DEV-00342,0,0,29,Compliant,Tanium,2026-02-01
20260201,DEV-00343,0,0,33,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00344,3,0,12,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00345,2,2,30,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00347,1,0,17,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00348,0,0,45,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00349,1,0,4,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00351,1,2,22,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00352,0,1,36,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00353,0,1,42,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00354,0,0,13,Compliant,Tanium,2026-02-05
20260201,DEV-00355,0,0,7,Compliant,Tanium,2026-02-04
20260201,DEV-00356,3,0,11,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00357,0,0,18,Compliant,Tanium,2026-02-02
20260201,DEV-00358,0,1,34,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00359,0,2,0,Compliant,Tanium,2026-02-04
20260201,DEV-00360,0,0,28,Compliant,Tanium,2026-02-01
20260201,DEV-00361,0,0,11,Compliant,Tanium,2026-02-03
20260201,DEV-00362,2,1,38,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00363,0,0,38,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00364,3,0,15,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00365,0,1,44,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00366,0,5,8,Compliant,Tanium,2026-02-02
20260201,DEV-00367,0,0,24,Compliant,Tanium,2026-02-04
20260201,DEV-00368,1,0,32,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00369,0,0,38,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00370,1,0,13,Non-Compliant,Tanium,2026-02-03
