RunID,RunDateTime,DateKey,RegionKey,ProbeLocation,Service,TransactionName,Result,AvailabilityPct,ResponseTimeMs,NetworkLatencyMs,DnsTimeMs,AuthTimeMs,BrokerTimeMs,AlertSeverity,IncidentID
EXO-0003448,2026-06-12T18:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1118,158,13,114,553,None,
EXO-0003449,2026-06-12T18:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,702,144,70,291,184,None,
EXO-0003450,2026-06-12T18:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,597,105,69,369,830,None,
EXO-0003451,2026-06-12T19:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Sign-in,Warning,99.58,1001,44,12,416,505,Medium,INC-00049
EXO-0003452,2026-06-12T19:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,858,25,11,416,154,None,
EXO-0003453,2026-06-12T19:00:00,20260612,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1674,38,27,259,617,None,
EXO-0003454,2026-06-12T19:00:00,20260612,1,New York Probe,Windows 365,Office App Launch,Success,100.0,723,67,50,396,562,None,
EXO-0003455,2026-06-12T19:00:00,20260612,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,494,26,38,304,703,None,
EXO-0003456,2026-06-12T19:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1148,45,27,323,727,None,
EXO-0003457,2026-06-12T19:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,972,36,33,595,292,None,
EXO-0003458,2026-06-12T19:00:00,20260612,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1557,47,20,437,738,None,
EXO-0003459,2026-06-12T19:00:00,20260612,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,769,41,41,204,554,None,
EXO-0003460,2026-06-12T19:00:00,20260612,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,604,76,72,467,409,None,
EXO-0003461,2026-06-12T19:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1366,59,19,486,784,None,
EXO-0003462,2026-06-12T19:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,989,54,10,431,382,None,
EXO-0003463,2026-06-12T19:00:00,20260612,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1416,41,32,227,394,None,
EXO-0003464,2026-06-12T19:00:00,20260612,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,748,85,13,582,827,None,
EXO-0003465,2026-06-12T19:00:00,20260612,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,667,51,61,354,390,None,
EXO-0003466,2026-06-12T19:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,858,59,24,142,844,None,
EXO-0003467,2026-06-12T19:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,983,46,56,300,799,None,
EXO-0003468,2026-06-12T19:00:00,20260612,4,Amsterdam Probe,Windows 365,Teams Launch,Warning,99.71,1617,67,60,455,352,Medium,
EXO-0003469,2026-06-12T19:00:00,20260612,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,743,88,71,109,469,None,
EXO-0003470,2026-06-12T19:00:00,20260612,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,521,57,26,583,392,None,
EXO-0003471,2026-06-12T19:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1584,120,10,155,617,None,
EXO-0003472,2026-06-12T19:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,847,124,31,596,859,None,
EXO-0003473,2026-06-12T19:00:00,20260612,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1277,111,28,235,234,None,
EXO-0003474,2026-06-12T19:00:00,20260612,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,849,133,61,549,553,None,
EXO-0003475,2026-06-12T19:00:00,20260612,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,731,112,41,292,624,None,
EXO-0003476,2026-06-12T19:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1267,127,51,548,392,None,
EXO-0003477,2026-06-12T19:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1198,142,72,474,812,None,
EXO-0003478,2026-06-12T19:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1691,140,22,316,270,None,
EXO-0003479,2026-06-12T19:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,886,139,16,384,602,None,
EXO-0003480,2026-06-12T19:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,523,125,40,275,472,None,
EXO-0003481,2026-06-12T20:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,961,28,16,574,891,None,
EXO-0003482,2026-06-12T20:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,810,49,70,527,347,None,
EXO-0003483,2026-06-12T20:00:00,20260612,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1110,48,46,166,578,None,
EXO-0003484,2026-06-12T20:00:00,20260612,1,New York Probe,Windows 365,Office App Launch,Success,100.0,723,51,27,293,882,None,
EXO-0003485,2026-06-12T20:00:00,20260612,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,539,73,9,315,850,None,
EXO-0003486,2026-06-12T20:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1269,59,32,589,481,None,
EXO-0003487,2026-06-12T20:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,1005,39,17,188,387,None,
EXO-0003488,2026-06-12T20:00:00,20260612,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1599,48,65,425,249,None,
EXO-0003489,2026-06-12T20:00:00,20260612,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,746,17,63,109,213,None,
EXO-0003490,2026-06-12T20:00:00,20260612,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,614,103,34,449,392,None,
EXO-0003491,2026-06-12T20:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Warning,99.78,4307,70,31,2120,1505,Medium,
EXO-0003492,2026-06-12T20:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,982,71,28,588,673,None,
EXO-0003493,2026-06-12T20:00:00,20260612,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1481,57,56,131,862,None,
EXO-0003494,2026-06-12T20:00:00,20260612,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,926,72,56,484,271,None,
EXO-0003495,2026-06-12T20:00:00,20260612,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,537,42,31,503,878,None,
EXO-0003496,2026-06-12T20:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Warning,99.41,1028,65,75,525,164,Medium,
EXO-0003497,2026-06-12T20:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,890,77,11,246,387,None,
EXO-0003498,2026-06-12T20:00:00,20260612,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1493,70,20,462,192,None,
EXO-0003499,2026-06-12T20:00:00,20260612,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,827,82,29,336,687,None,
EXO-0003500,2026-06-12T20:00:00,20260612,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,523,54,59,357,569,None,
EXO-0003501,2026-06-12T20:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1334,77,74,539,387,None,
EXO-0003502,2026-06-12T20:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,696,125,55,454,298,None,
EXO-0003503,2026-06-12T20:00:00,20260612,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1608,109,37,376,450,None,
EXO-0003504,2026-06-12T20:00:00,20260612,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,633,108,46,293,543,None,
EXO-0003505,2026-06-12T20:00:00,20260612,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,543,106,55,439,834,None,
EXO-0003506,2026-06-12T20:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1198,126,32,597,569,None,
EXO-0003507,2026-06-12T20:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1070,125,54,343,589,None,
EXO-0003508,2026-06-12T20:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1728,141,15,151,795,None,
EXO-0003509,2026-06-12T20:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,736,110,45,517,129,None,
EXO-0003510,2026-06-12T20:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,624,130,14,535,175,None,
EXO-0003511,2026-06-12T21:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1208,45,34,431,778,None,
EXO-0003512,2026-06-12T21:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,998,46,52,503,366,None,
EXO-0003513,2026-06-12T21:00:00,20260612,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1291,37,18,311,216,None,
EXO-0003514,2026-06-12T21:00:00,20260612,1,New York Probe,Windows 365,Office App Launch,Success,100.0,894,52,33,345,497,None,
EXO-0003515,2026-06-12T21:00:00,20260612,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,590,57,17,553,368,None,
EXO-0003516,2026-06-12T21:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,953,86,8,257,597,None,
EXO-0003517,2026-06-12T21:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,779,56,71,233,640,None,
EXO-0003518,2026-06-12T21:00:00,20260612,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1615,43,15,418,661,None,
EXO-0003519,2026-06-12T21:00:00,20260612,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,760,61,38,594,246,None,
EXO-0003520,2026-06-12T21:00:00,20260612,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,615,54,60,262,229,None,
EXO-0003521,2026-06-12T21:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1241,77,35,329,807,None,
EXO-0003522,2026-06-12T21:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,906,52,8,169,240,None,
EXO-0003523,2026-06-12T21:00:00,20260612,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1463,68,17,135,377,None,
EXO-0003524,2026-06-12T21:00:00,20260612,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,769,55,18,530,887,None,
EXO-0003525,2026-06-12T21:00:00,20260612,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,2011,65,59,412,374,None,
EXO-0003526,2026-06-12T21:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1489,72,20,503,138,None,
EXO-0003527,2026-06-12T21:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,933,88,66,179,693,None,
EXO-0003528,2026-06-12T21:00:00,20260612,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1367,71,39,163,424,None,
EXO-0003529,2026-06-12T21:00:00,20260612,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,789,79,57,591,754,None,
EXO-0003530,2026-06-12T21:00:00,20260612,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,451,70,40,86,461,None,
EXO-0003531,2026-06-12T21:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1209,88,69,180,403,None,
EXO-0003532,2026-06-12T21:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,1156,116,36,84,338,None,
EXO-0003533,2026-06-12T21:00:00,20260612,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1449,130,74,421,657,None,
EXO-0003534,2026-06-12T21:00:00,20260612,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,816,107,28,260,493,None,
EXO-0003535,2026-06-12T21:00:00,20260612,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,653,119,66,541,892,None,
EXO-0003536,2026-06-12T21:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Warning,99.98,1247,112,13,266,170,Medium,
EXO-0003537,2026-06-12T21:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1007,130,63,123,482,None,
EXO-0003538,2026-06-12T21:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1735,152,12,293,714,None,
EXO-0003539,2026-06-12T21:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,898,136,57,497,275,None,
EXO-0003540,2026-06-12T21:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,687,107,18,202,329,None,
EXO-0003541,2026-06-12T22:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1361,33,26,293,763,None,
EXO-0003542,2026-06-12T22:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,1024,77,11,335,414,None,
EXO-0003543,2026-06-12T22:00:00,20260612,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1765,39,37,110,141,None,
EXO-0003544,2026-06-12T22:00:00,20260612,1,New York Probe,Windows 365,Office App Launch,Success,100.0,776,70,75,529,665,None,
EXO-0003545,2026-06-12T22:00:00,20260612,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,466,62,61,511,809,None,
EXO-0003546,2026-06-12T22:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,972,23,31,488,775,None,
EXO-0003547,2026-06-12T22:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,791,26,74,109,814,None,
EXO-0003548,2026-06-12T22:00:00,20260612,2,Phoenix Probe,Windows 365,Teams Launch,Warning,99.41,1556,74,48,361,705,Medium,
EXO-0003549,2026-06-12T22:00:00,20260612,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,881,71,43,364,377,None,
EXO-0003550,2026-06-12T22:00:00,20260612,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,558,39,38,402,431,None,
EXO-0003551,2026-06-12T22:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Failure,0,1152,62,14,537,213,High,
EXO-0003552,2026-06-12T22:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,1077,55,56,477,367,None,
EXO-0003553,2026-06-12T22:00:00,20260612,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1469,29,58,147,834,None,
EXO-0003554,2026-06-12T22:00:00,20260612,3,Dublin Probe,Windows 365,Office App Launch,Warning,99.34,755,57,29,221,858,Medium,
EXO-0003555,2026-06-12T22:00:00,20260612,3,Dublin Probe,Windows 365,OneDrive Sync,Warning,99.3,629,61,70,576,693,Medium,
EXO-0003556,2026-06-12T22:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,3971,98,63,2814,3223,None,
EXO-0003557,2026-06-12T22:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,813,78,47,494,655,None,
EXO-0003558,2026-06-12T22:00:00,20260612,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1587,50,72,268,206,None,
EXO-0003559,2026-06-12T22:00:00,20260612,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,791,63,21,394,874,None,
EXO-0003560,2026-06-12T22:00:00,20260612,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,593,43,41,589,592,None,
EXO-0003561,2026-06-12T22:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1387,153,72,475,871,None,
EXO-0003562,2026-06-12T22:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,1116,106,48,157,411,None,
EXO-0003563,2026-06-12T22:00:00,20260612,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1591,125,69,128,821,None,
EXO-0003564,2026-06-12T22:00:00,20260612,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,608,112,32,284,802,None,
EXO-0003565,2026-06-12T22:00:00,20260612,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,644,121,14,98,335,None,
EXO-0003566,2026-06-12T22:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Warning,99.88,1077,129,54,190,855,Medium,INC-00050
EXO-0003567,2026-06-12T22:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1281,130,59,474,472,None,
EXO-0003568,2026-06-12T22:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1513,143,19,483,431,None,
EXO-0003569,2026-06-12T22:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,950,104,57,589,280,None,
EXO-0003570,2026-06-12T22:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,605,107,38,101,787,None,
EXO-0003571,2026-06-12T23:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1034,16,18,218,238,None,
EXO-0003572,2026-06-12T23:00:00,20260612,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,1023,69,51,227,705,None,
EXO-0003573,2026-06-12T23:00:00,20260612,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1536,70,69,371,323,None,
EXO-0003574,2026-06-12T23:00:00,20260612,1,New York Probe,Windows 365,Office App Launch,Success,100.0,700,41,59,263,760,None,
EXO-0003575,2026-06-12T23:00:00,20260612,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,479,57,57,461,889,None,
EXO-0003576,2026-06-12T23:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1036,53,70,348,719,None,
EXO-0003577,2026-06-12T23:00:00,20260612,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,928,73,42,248,141,None,
EXO-0003578,2026-06-12T23:00:00,20260612,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1739,66,34,340,571,None,
EXO-0003579,2026-06-12T23:00:00,20260612,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,755,62,28,408,838,None,
EXO-0003580,2026-06-12T23:00:00,20260612,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,531,39,54,348,417,None,
EXO-0003581,2026-06-12T23:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1137,83,57,274,134,None,
EXO-0003582,2026-06-12T23:00:00,20260612,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,837,48,61,454,655,None,
EXO-0003583,2026-06-12T23:00:00,20260612,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1700,74,27,552,782,None,
EXO-0003584,2026-06-12T23:00:00,20260612,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,803,62,63,422,365,None,
EXO-0003585,2026-06-12T23:00:00,20260612,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,630,94,40,473,313,None,
EXO-0003586,2026-06-12T23:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1130,88,10,491,500,None,
EXO-0003587,2026-06-12T23:00:00,20260612,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,1022,65,45,204,780,None,
EXO-0003588,2026-06-12T23:00:00,20260612,4,Amsterdam Probe,Windows 365,Teams Launch,Failure,0,2475,60,8,152,461,Critical,
EXO-0003589,2026-06-12T23:00:00,20260612,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,704,49,71,477,637,None,
EXO-0003590,2026-06-12T23:00:00,20260612,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,551,72,41,461,553,None,
EXO-0003591,2026-06-12T23:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Warning,99.92,1251,113,59,531,351,Medium,
EXO-0003592,2026-06-12T23:00:00,20260612,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,768,140,38,486,335,None,
EXO-0003593,2026-06-12T23:00:00,20260612,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1508,117,73,97,745,None,
EXO-0003594,2026-06-12T23:00:00,20260612,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,768,128,55,320,325,None,
EXO-0003595,2026-06-12T23:00:00,20260612,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,522,109,68,478,253,None,
EXO-0003596,2026-06-12T23:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1265,128,14,587,272,None,
EXO-0003597,2026-06-12T23:00:00,20260612,6,São Paulo Probe,Windows 365,Cloud PC Launch,Warning,99.99,1030,137,70,568,189,Medium,
EXO-0003598,2026-06-12T23:00:00,20260612,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1290,108,53,346,654,None,
EXO-0003599,2026-06-12T23:00:00,20260612,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,830,134,34,274,240,None,
EXO-0003600,2026-06-12T23:00:00,20260612,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,647,131,72,272,545,None,
EXO-0003601,2026-06-13T00:00:00,20260613,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,928,26,50,355,294,None,
EXO-0003602,2026-06-13T00:00:00,20260613,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,943,47,37,255,388,None,
EXO-0003603,2026-06-13T00:00:00,20260613,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1576,35,32,567,875,None,
EXO-0003604,2026-06-13T00:00:00,20260613,1,New York Probe,Windows 365,Office App Launch,Success,100.0,688,24,50,252,848,None,
EXO-0003605,2026-06-13T00:00:00,20260613,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,608,44,56,204,145,None,
EXO-0003606,2026-06-13T00:00:00,20260613,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1289,65,9,540,285,None,
EXO-0003607,2026-06-13T00:00:00,20260613,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,959,49,67,186,858,None,
EXO-0003608,2026-06-13T00:00:00,20260613,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1348,32,39,122,609,None,
EXO-0003609,2026-06-13T00:00:00,20260613,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,613,41,35,268,571,None,
EXO-0003610,2026-06-13T00:00:00,20260613,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,618,55,35,125,833,None,
EXO-0003611,2026-06-13T00:00:00,20260613,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1033,71,43,201,492,None,
EXO-0003612,2026-06-13T00:00:00,20260613,3,Dublin Probe,Windows 365,Cloud PC Launch,Failure,0,858,67,12,82,138,High,
EXO-0003613,2026-06-13T00:00:00,20260613,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1606,62,59,347,737,None,
EXO-0003614,2026-06-13T00:00:00,20260613,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,773,64,15,304,218,None,
EXO-0003615,2026-06-13T00:00:00,20260613,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,483,55,71,141,885,None,
EXO-0003616,2026-06-13T00:00:00,20260613,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1161,78,30,290,537,None,
EXO-0003617,2026-06-13T00:00:00,20260613,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,950,74,71,163,389,None,
EXO-0003618,2026-06-13T00:00:00,20260613,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1685,66,63,495,361,None,
EXO-0003619,2026-06-13T00:00:00,20260613,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,805,80,56,123,474,None,
EXO-0003620,2026-06-13T00:00:00,20260613,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,559,83,9,375,204,None,
EXO-0003621,2026-06-13T00:00:00,20260613,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1225,125,33,87,858,None,
EXO-0003622,2026-06-13T00:00:00,20260613,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,969,108,10,524,856,None,
EXO-0003623,2026-06-13T00:00:00,20260613,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1411,107,55,461,546,None,
EXO-0003624,2026-06-13T00:00:00,20260613,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,680,103,13,352,178,None,
EXO-0003625,2026-06-13T00:00:00,20260613,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,711,105,10,88,588,None,
EXO-0003626,2026-06-13T00:00:00,20260613,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1154,151,14,122,345,None,
EXO-0003627,2026-06-13T00:00:00,20260613,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,903,136,64,344,653,None,
EXO-0003628,2026-06-13T00:00:00,20260613,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1375,118,15,457,271,None,
EXO-0003629,2026-06-13T00:00:00,20260613,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,664,116,73,173,147,None,
EXO-0003630,2026-06-13T00:00:00,20260613,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,657,138,20,432,355,None,
EXO-0003631,2026-06-13T01:00:00,20260613,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1091,31,11,252,330,None,
EXO-0003632,2026-06-13T01:00:00,20260613,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,817,41,9,358,656,None,
EXO-0003633,2026-06-13T01:00:00,20260613,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1163,34,46,303,781,None,
EXO-0003634,2026-06-13T01:00:00,20260613,1,New York Probe,Windows 365,Office App Launch,Success,100.0,771,42,13,517,267,None,
EXO-0003635,2026-06-13T01:00:00,20260613,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,570,33,43,82,430,None,
EXO-0003636,2026-06-13T01:00:00,20260613,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,824,60,71,154,380,None,
EXO-0003637,2026-06-13T01:00:00,20260613,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,684,38,65,180,836,None,
EXO-0003638,2026-06-13T01:00:00,20260613,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1232,48,23,211,582,None,
EXO-0003639,2026-06-13T01:00:00,20260613,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,898,50,71,367,443,None,
EXO-0003640,2026-06-13T01:00:00,20260613,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,578,51,23,389,698,None,
EXO-0003641,2026-06-13T01:00:00,20260613,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1182,65,56,129,870,None,
EXO-0003642,2026-06-13T01:00:00,20260613,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,833,59,38,302,477,None,
