CostMonth,BUKey,RegionKey,ServiceCategory,ConsumedUnits,UnitCost,MonthlyCost,Currency
2026-04-01,12,1,Mac Management,16,5.782,92.51,USD
2026-04-01,12,2,Windows 365 License,197,76.0758,14986.94,USD
2026-04-01,12,2,Cloud PC Compute,197,18.7699,3697.68,USD
2026-04-01,12,2,Cloud PC Storage,197,7.6177,1500.68,USD
2026-04-01,12,2,NAT Gateway,3390,0.0427,144.81,USD
2026-04-01,12,2,Monitoring / Exoprise,197,2.3048,454.05,USD
2026-04-01,12,2,Mac Management,17,5.7656,98.01,USD
2026-04-01,12,3,Windows 365 License,163,73.4429,11971.19,USD
2026-04-01,12,3,Cloud PC Compute,163,20.8398,3396.89,USD
2026-04-01,12,3,Cloud PC Storage,163,8.1697,1331.66,USD
2026-04-01,12,3,NAT Gateway,3730,0.0482,179.89,USD
2026-04-01,12,3,Monitoring / Exoprise,163,2.2396,365.06,USD
2026-04-01,12,3,Mac Management,14,5.9973,83.96,USD
2026-04-01,12,4,Windows 365 License,193,73.8939,14261.53,USD
2026-04-01,12,4,Cloud PC Compute,193,18.3671,3544.85,USD
2026-04-01,12,4,Cloud PC Storage,193,8.0208,1548.02,USD
2026-04-01,12,4,NAT Gateway,887,0.0478,42.37,USD
2026-04-01,12,4,Monitoring / Exoprise,193,2.2534,434.91,USD
2026-04-01,12,4,Mac Management,26,5.8885,153.1,USD
2026-04-01,12,5,Windows 365 License,181,71.8651,13007.59,USD
2026-04-01,12,5,Cloud PC Compute,181,20.6911,3745.09,USD
2026-04-01,12,5,Cloud PC Storage,181,7.4339,1345.53,USD
2026-04-01,12,5,NAT Gateway,2286,0.0432,98.82,USD
2026-04-01,12,5,Monitoring / Exoprise,181,2.3208,420.07,USD
2026-04-01,12,5,Mac Management,14,5.8364,81.71,USD
2026-04-01,12,6,Windows 365 License,198,73.1984,14493.28,USD
2026-04-01,12,6,Cloud PC Compute,198,20.2019,3999.98,USD
2026-04-01,12,6,Cloud PC Storage,198,6.9915,1384.32,USD
2026-04-01,12,6,NAT Gateway,3151,0.0403,126.91,USD
2026-04-01,12,6,Monitoring / Exoprise,198,2.3446,464.23,USD
2026-04-01,12,6,Mac Management,21,5.7873,121.53,USD
2026-05-01,1,1,Windows 365 License,176,69.6455,12257.62,USD
2026-05-01,1,1,Cloud PC Compute,176,20.9528,3687.7,USD
2026-05-01,1,1,Cloud PC Storage,176,7.7176,1358.31,USD
2026-05-01,1,1,NAT Gateway,1350,0.0408,55.07,USD
2026-05-01,1,1,Monitoring / Exoprise,176,2.2315,392.74,USD
2026-05-01,1,1,Mac Management,17,5.9583,101.29,USD
2026-05-01,1,2,Windows 365 License,216,75.8727,16388.5,USD
2026-05-01,1,2,Cloud PC Compute,216,20.1609,4354.75,USD
2026-05-01,1,2,Cloud PC Storage,216,7.7138,1666.19,USD
2026-05-01,1,2,NAT Gateway,2814,0.0501,140.93,USD
2026-05-01,1,2,Monitoring / Exoprise,216,2.1643,467.48,USD
2026-05-01,1,2,Mac Management,25,6.182,154.55,USD
2026-05-01,1,3,Windows 365 License,190,69.9134,13283.55,USD
2026-05-01,1,3,Cloud PC Compute,190,21.3484,4056.2,USD
2026-05-01,1,3,Cloud PC Storage,190,8.1258,1543.91,USD
2026-05-01,1,3,NAT Gateway,1518,0.0481,73.01,USD
2026-05-01,1,3,Monitoring / Exoprise,190,2.3341,443.48,USD
2026-05-01,1,3,Mac Management,22,6.0687,133.51,USD
2026-05-01,1,4,Windows 365 License,218,70.4499,15358.07,USD
2026-05-01,1,4,Cloud PC Compute,218,18.5017,4033.38,USD
2026-05-01,1,4,Cloud PC Storage,218,7.3143,1594.52,USD
2026-05-01,1,4,NAT Gateway,6998,0.0492,344.27,USD
2026-05-01,1,4,Monitoring / Exoprise,218,2.3333,508.67,USD
2026-05-01,1,4,Mac Management,23,5.9687,137.28,USD
2026-05-01,1,5,Windows 365 License,198,71.7927,14214.96,USD
2026-05-01,1,5,Cloud PC Compute,198,21.3837,4233.96,USD
2026-05-01,1,5,Cloud PC Storage,198,7.4461,1474.33,USD
2026-05-01,1,5,NAT Gateway,2369,0.046,109.05,USD
2026-05-01,1,5,Monitoring / Exoprise,198,2.2065,436.89,USD
2026-05-01,1,5,Mac Management,19,5.9061,112.22,USD
2026-05-01,1,6,Windows 365 License,207,69.5284,14392.39,USD
2026-05-01,1,6,Cloud PC Compute,207,19.659,4069.41,USD
2026-05-01,1,6,Cloud PC Storage,207,7.2964,1510.35,USD
2026-05-01,1,6,NAT Gateway,4690,0.0445,208.9,USD
2026-05-01,1,6,Monitoring / Exoprise,207,2.2134,458.17,USD
2026-05-01,1,6,Mac Management,31,5.8825,182.36,USD
2026-05-01,2,1,Windows 365 License,180,68.3675,12306.15,USD
2026-05-01,2,1,Cloud PC Compute,180,19.7599,3556.79,USD
2026-05-01,2,1,Cloud PC Storage,180,7.9997,1439.95,USD
2026-05-01,2,1,NAT Gateway,3036,0.0491,149.02,USD
2026-05-01,2,1,Monitoring / Exoprise,180,2.1743,391.37,USD
2026-05-01,2,1,Mac Management,21,5.9689,125.35,USD
2026-05-01,2,2,Windows 365 License,195,70.0659,13662.85,USD
2026-05-01,2,2,Cloud PC Compute,195,20.6307,4022.99,USD
2026-05-01,2,2,Cloud PC Storage,195,6.8328,1332.4,USD
2026-05-01,2,2,NAT Gateway,4139,0.0485,200.77,USD
2026-05-01,2,2,Monitoring / Exoprise,195,2.2189,432.69,USD
2026-05-01,2,2,Mac Management,29,5.7272,166.09,USD
2026-05-01,2,3,Windows 365 License,198,69.649,13790.5,USD
2026-05-01,2,3,Cloud PC Compute,198,19.5352,3867.97,USD
2026-05-01,2,3,Cloud PC Storage,198,8.059,1595.68,USD
2026-05-01,2,3,NAT Gateway,4235,0.0487,206.25,USD
2026-05-01,2,3,Monitoring / Exoprise,198,2.2965,454.72,USD
2026-05-01,2,3,Mac Management,17,6.0572,102.97,USD
2026-05-01,2,4,Windows 365 License,190,73.5885,13981.82,USD
2026-05-01,2,4,Cloud PC Compute,190,20.9086,3972.63,USD
2026-05-01,2,4,Cloud PC Storage,190,6.8055,1293.05,USD
2026-05-01,2,4,NAT Gateway,4694,0.0503,235.88,USD
2026-05-01,2,4,Monitoring / Exoprise,190,2.3465,445.83,USD
2026-05-01,2,4,Mac Management,28,5.7175,160.09,USD
2026-05-01,2,5,Windows 365 License,200,74.7147,14942.94,USD
2026-05-01,2,5,Cloud PC Compute,200,19.0908,3818.16,USD
2026-05-01,2,5,Cloud PC Storage,200,7.4538,1490.76,USD
2026-05-01,2,5,NAT Gateway,6962,0.0425,296.0,USD
2026-05-01,2,5,Monitoring / Exoprise,200,2.2916,458.31,USD
2026-05-01,2,5,Mac Management,29,6.0906,176.63,USD
2026-05-01,2,6,Windows 365 License,176,72.9749,12843.59,USD
2026-05-01,2,6,Cloud PC Compute,176,18.2381,3209.91,USD
2026-05-01,2,6,Cloud PC Storage,176,7.4583,1312.66,USD
2026-05-01,2,6,NAT Gateway,6390,0.0408,260.59,USD
2026-05-01,2,6,Monitoring / Exoprise,176,2.3485,413.34,USD
2026-05-01,2,6,Mac Management,13,5.8995,76.69,USD
2026-05-01,3,1,Windows 365 License,198,67.9806,13460.16,USD
2026-05-01,3,1,Cloud PC Compute,198,20.9176,4141.69,USD
2026-05-01,3,1,Cloud PC Storage,198,7.7766,1539.77,USD
2026-05-01,3,1,NAT Gateway,2789,0.0478,133.43,USD
2026-05-01,3,1,Monitoring / Exoprise,198,2.3142,458.21,USD
2026-05-01,3,1,Mac Management,31,6.0641,187.99,USD
2026-05-01,3,2,Windows 365 License,207,72.5212,15011.89,USD
2026-05-01,3,2,Cloud PC Compute,207,18.381,3804.86,USD
2026-05-01,3,2,Cloud PC Storage,207,7.199,1490.2,USD
2026-05-01,3,2,NAT Gateway,4892,0.0473,231.36,USD
2026-05-01,3,2,Monitoring / Exoprise,207,2.2544,466.65,USD
2026-05-01,3,2,Mac Management,19,5.7625,109.49,USD
2026-05-01,3,3,Windows 365 License,200,74.3715,14874.3,USD
2026-05-01,3,3,Cloud PC Compute,200,20.4797,4095.95,USD
2026-05-01,3,3,Cloud PC Storage,200,6.9892,1397.84,USD
2026-05-01,3,3,NAT Gateway,5426,0.0423,229.3,USD
2026-05-01,3,3,Monitoring / Exoprise,200,2.198,439.59,USD
2026-05-01,3,3,Mac Management,20,6.0688,121.38,USD
2026-05-01,3,4,Windows 365 License,177,70.6208,12499.88,USD
2026-05-01,3,4,Cloud PC Compute,177,19.3392,3423.04,USD
2026-05-01,3,4,Cloud PC Storage,177,7.0571,1249.11,USD
2026-05-01,3,4,NAT Gateway,4119,0.0439,180.69,USD
2026-05-01,3,4,Monitoring / Exoprise,177,2.1843,386.61,USD
2026-05-01,3,4,Mac Management,25,6.2176,155.44,USD
2026-05-01,3,5,Windows 365 License,198,71.4226,14141.67,USD
2026-05-01,3,5,Cloud PC Compute,198,18.893,3740.82,USD
2026-05-01,3,5,Cloud PC Storage,198,7.0083,1387.64,USD
2026-05-01,3,5,NAT Gateway,3663,0.0459,168.29,USD
2026-05-01,3,5,Monitoring / Exoprise,198,2.2958,454.58,USD
2026-05-01,3,5,Mac Management,25,6.2048,155.12,USD
2026-05-01,3,6,Windows 365 License,196,72.6192,14233.37,USD
2026-05-01,3,6,Cloud PC Compute,196,18.0604,3539.84,USD
2026-05-01,3,6,Cloud PC Storage,196,8.196,1606.41,USD
2026-05-01,3,6,NAT Gateway,2581,0.043,110.93,USD
2026-05-01,3,6,Monitoring / Exoprise,196,2.2814,447.15,USD
2026-05-01,3,6,Mac Management,25,6.1829,154.57,USD
2026-05-01,4,1,Windows 365 License,174,71.8033,12493.77,USD
2026-05-01,4,1,Cloud PC Compute,174,20.5874,3582.21,USD
2026-05-01,4,1,Cloud PC Storage,174,7.6382,1329.04,USD
2026-05-01,4,1,NAT Gateway,2011,0.0429,86.24,USD
2026-05-01,4,1,Monitoring / Exoprise,174,2.3561,409.97,USD
2026-05-01,4,1,Mac Management,18,6.1195,110.15,USD
2026-05-01,4,2,Windows 365 License,184,73.4226,13509.76,USD
2026-05-01,4,2,Cloud PC Compute,184,21.9459,4038.04,USD
2026-05-01,4,2,Cloud PC Storage,184,7.1828,1321.63,USD
2026-05-01,4,2,NAT Gateway,1917,0.0475,91.1,USD
2026-05-01,4,2,Monitoring / Exoprise,184,2.2252,409.44,USD
2026-05-01,4,2,Mac Management,25,5.7455,143.64,USD
2026-05-01,4,3,Windows 365 License,188,75.6058,14213.89,USD
2026-05-01,4,3,Cloud PC Compute,188,21.728,4084.87,USD
2026-05-01,4,3,Cloud PC Storage,188,7.8505,1475.9,USD
2026-05-01,4,3,NAT Gateway,5849,0.0397,232.1,USD
2026-05-01,4,3,Monitoring / Exoprise,188,2.2573,424.37,USD
2026-05-01,4,3,Mac Management,25,6.0818,152.04,USD
2026-05-01,4,4,Windows 365 License,203,73.6347,14947.84,USD
2026-05-01,4,4,Cloud PC Compute,203,21.2853,4320.92,USD
2026-05-01,4,4,Cloud PC Storage,203,7.1767,1456.88,USD
2026-05-01,4,4,NAT Gateway,4475,0.0485,216.84,USD
2026-05-01,4,4,Monitoring / Exoprise,203,2.2794,462.71,USD
2026-05-01,4,4,Mac Management,19,5.8173,110.53,USD
2026-05-01,4,5,Windows 365 License,194,71.3966,13850.94,USD
2026-05-01,4,5,Cloud PC Compute,194,20.672,4010.37,USD
2026-05-01,4,5,Cloud PC Storage,194,6.8655,1331.91,USD
2026-05-01,4,5,NAT Gateway,5202,0.0456,237.41,USD
2026-05-01,4,5,Monitoring / Exoprise,194,2.3072,447.59,USD
2026-05-01,4,5,Mac Management,11,5.9705,65.68,USD
2026-05-01,4,6,Windows 365 License,185,76.0737,14073.63,USD
2026-05-01,4,6,Cloud PC Compute,185,20.7491,3838.58,USD
2026-05-01,4,6,Cloud PC Storage,185,7.064,1306.85,USD
2026-05-01,4,6,NAT Gateway,5055,0.0424,214.21,USD
2026-05-01,4,6,Monitoring / Exoprise,185,2.273,420.51,USD
2026-05-01,4,6,Mac Management,25,6.2707,156.77,USD
2026-05-01,5,1,Windows 365 License,167,72.9786,12187.43,USD
2026-05-01,5,1,Cloud PC Compute,167,19.2561,3215.76,USD
2026-05-01,5,1,Cloud PC Storage,167,7.3465,1226.86,USD
2026-05-01,5,1,NAT Gateway,4592,0.0499,229.22,USD
2026-05-01,5,1,Monitoring / Exoprise,167,2.2414,374.32,USD
2026-05-01,5,1,Mac Management,21,5.7312,120.36,USD
2026-05-01,5,2,Windows 365 License,200,72.9812,14596.23,USD
2026-05-01,5,2,Cloud PC Compute,200,18.2365,3647.3,USD
2026-05-01,5,2,Cloud PC Storage,200,8.249,1649.79,USD
2026-05-01,5,2,NAT Gateway,2638,0.0441,116.22,USD
2026-05-01,5,2,Monitoring / Exoprise,200,2.2488,449.76,USD
2026-05-01,5,2,Mac Management,21,6.2028,130.26,USD
2026-05-01,5,3,Windows 365 License,214,71.7717,15359.15,USD
2026-05-01,5,3,Cloud PC Compute,214,20.3525,4355.43,USD
2026-05-01,5,3,Cloud PC Storage,214,7.8757,1685.4,USD
2026-05-01,5,3,NAT Gateway,1513,0.0407,61.52,USD
2026-05-01,5,3,Monitoring / Exoprise,214,2.2948,491.09,USD
2026-05-01,5,3,Mac Management,30,6.2032,186.09,USD
2026-05-01,5,4,Windows 365 License,188,75.7624,14243.33,USD
2026-05-01,5,4,Cloud PC Compute,188,20.6882,3889.39,USD
2026-05-01,5,4,Cloud PC Storage,188,7.7876,1464.06,USD
2026-05-01,5,4,NAT Gateway,4563,0.0397,181.32,USD
2026-05-01,5,4,Monitoring / Exoprise,188,2.2629,425.42,USD
2026-05-01,5,4,Mac Management,23,6.2,142.6,USD
2026-05-01,5,5,Windows 365 License,198,73.536,14560.13,USD
2026-05-01,5,5,Cloud PC Compute,198,18.3767,3638.59,USD
2026-05-01,5,5,Cloud PC Storage,198,7.6244,1509.63,USD
2026-05-01,5,5,NAT Gateway,5182,0.0405,209.76,USD
2026-05-01,5,5,Monitoring / Exoprise,198,2.1427,424.25,USD
2026-05-01,5,5,Mac Management,14,6.1337,85.87,USD
2026-05-01,5,6,Windows 365 License,186,72.3644,13459.78,USD
2026-05-01,5,6,Cloud PC Compute,186,20.7124,3852.5,USD
2026-05-01,5,6,Cloud PC Storage,186,8.1134,1509.08,USD
2026-05-01,5,6,NAT Gateway,6204,0.0426,263.99,USD
2026-05-01,5,6,Monitoring / Exoprise,186,2.3059,428.9,USD
2026-05-01,5,6,Mac Management,20,5.8245,116.49,USD
2026-05-01,6,1,Windows 365 License,197,70.6853,13925.01,USD
2026-05-01,6,1,Cloud PC Compute,197,21.3059,4197.26,USD
2026-05-01,6,1,Cloud PC Storage,197,6.9249,1364.2,USD
2026-05-01,6,1,NAT Gateway,822,0.0432,35.48,USD
2026-05-01,6,1,Monitoring / Exoprise,197,2.2947,452.05,USD
2026-05-01,6,1,Mac Management,20,5.9337,118.67,USD
2026-05-01,6,2,Windows 365 License,196,69.0121,13526.37,USD
2026-05-01,6,2,Cloud PC Compute,196,21.1733,4149.96,USD
2026-05-01,6,2,Cloud PC Storage,196,7.9944,1566.91,USD
2026-05-01,6,2,NAT Gateway,3533,0.0452,159.77,USD
2026-05-01,6,2,Monitoring / Exoprise,196,2.1478,420.98,USD
2026-05-01,6,2,Mac Management,16,6.2835,100.54,USD
2026-05-01,6,3,Windows 365 License,193,70.8141,13667.13,USD
2026-05-01,6,3,Cloud PC Compute,193,19.8314,3827.47,USD
2026-05-01,6,3,Cloud PC Storage,193,7.1154,1373.27,USD
2026-05-01,6,3,NAT Gateway,1229,0.0445,54.67,USD
2026-05-01,6,3,Monitoring / Exoprise,193,2.275,439.08,USD
2026-05-01,6,3,Mac Management,13,5.8207,75.67,USD
2026-05-01,6,4,Windows 365 License,176,68.1803,11999.73,USD
2026-05-01,6,4,Cloud PC Compute,176,20.6541,3635.12,USD
2026-05-01,6,4,Cloud PC Storage,176,8.1145,1428.15,USD
2026-05-01,6,4,NAT Gateway,4988,0.0402,200.65,USD
2026-05-01,6,4,Monitoring / Exoprise,176,2.3207,408.44,USD
2026-05-01,6,4,Mac Management,16,5.7311,91.7,USD
2026-05-01,6,5,Windows 365 License,202,72.9391,14733.7,USD
2026-05-01,6,5,Cloud PC Compute,202,19.1755,3873.46,USD
2026-05-01,6,5,Cloud PC Storage,202,6.7971,1373.02,USD
2026-05-01,6,5,NAT Gateway,3226,0.0438,141.32,USD
2026-05-01,6,5,Monitoring / Exoprise,202,2.3435,473.38,USD
2026-05-01,6,5,Mac Management,15,5.9227,88.84,USD
2026-05-01,6,6,Windows 365 License,185,74.9012,13856.72,USD
2026-05-01,6,6,Cloud PC Compute,185,19.3608,3581.75,USD
2026-05-01,6,6,Cloud PC Storage,185,6.7604,1250.67,USD
2026-05-01,6,6,NAT Gateway,5858,0.049,287.11,USD
2026-05-01,6,6,Monitoring / Exoprise,185,2.2393,414.27,USD
2026-05-01,6,6,Mac Management,21,5.7279,120.29,USD
2026-05-01,7,1,Windows 365 License,193,74.6088,14399.49,USD
2026-05-01,7,1,Cloud PC Compute,193,18.401,3551.4,USD
2026-05-01,7,1,Cloud PC Storage,193,6.8041,1313.19,USD
2026-05-01,7,1,NAT Gateway,1289,0.0408,52.55,USD
2026-05-01,7,1,Monitoring / Exoprise,193,2.2324,430.85,USD
2026-05-01,7,1,Mac Management,19,5.9376,112.81,USD
2026-05-01,7,2,Windows 365 License,193,68.8228,13282.8,USD
2026-05-01,7,2,Cloud PC Compute,193,19.1949,3704.62,USD
2026-05-01,7,2,Cloud PC Storage,193,6.845,1321.08,USD
2026-05-01,7,2,NAT Gateway,6121,0.0503,307.83,USD
2026-05-01,7,2,Monitoring / Exoprise,193,2.2885,441.68,USD
2026-05-01,7,2,Mac Management,22,6.0721,133.59,USD
2026-05-01,7,3,Windows 365 License,186,73.2954,13632.94,USD
2026-05-01,7,3,Cloud PC Compute,186,18.2466,3393.87,USD
2026-05-01,7,3,Cloud PC Storage,186,8.0823,1503.3,USD
2026-05-01,7,3,NAT Gateway,2233,0.0494,110.34,USD
2026-05-01,7,3,Monitoring / Exoprise,186,2.3072,429.14,USD
2026-05-01,7,3,Mac Management,20,5.836,116.72,USD
2026-05-01,7,4,Windows 365 License,196,71.9929,14110.61,USD
2026-05-01,7,4,Cloud PC Compute,196,20.0151,3922.97,USD
2026-05-01,7,4,Cloud PC Storage,196,7.489,1467.84,USD
2026-05-01,7,4,NAT Gateway,1463,0.0443,64.8,USD
2026-05-01,7,4,Monitoring / Exoprise,196,2.1509,421.58,USD
2026-05-01,7,4,Mac Management,19,5.8317,110.8,USD
2026-05-01,7,5,Windows 365 License,165,71.9306,11868.54,USD
2026-05-01,7,5,Cloud PC Compute,165,19.6674,3245.12,USD
2026-05-01,7,5,Cloud PC Storage,165,7.273,1200.04,USD
2026-05-01,7,5,NAT Gateway,2928,0.0498,145.79,USD
2026-05-01,7,5,Monitoring / Exoprise,165,2.2749,375.35,USD
2026-05-01,7,5,Mac Management,16,5.8217,93.15,USD
2026-05-01,7,6,Windows 365 License,195,67.9141,13243.24,USD
2026-05-01,7,6,Cloud PC Compute,195,20.4039,3978.77,USD
2026-05-01,7,6,Cloud PC Storage,195,7.9416,1548.61,USD
2026-05-01,7,6,NAT Gateway,5041,0.0452,227.61,USD
2026-05-01,7,6,Monitoring / Exoprise,195,2.2661,441.89,USD
2026-05-01,7,6,Mac Management,23,5.8974,135.64,USD
2026-05-01,8,1,Windows 365 License,198,70.6184,13982.45,USD
2026-05-01,8,1,Cloud PC Compute,198,18.4158,3646.33,USD
2026-05-01,8,1,Cloud PC Storage,198,7.9487,1573.83,USD
2026-05-01,8,1,NAT Gateway,6601,0.0413,272.85,USD
2026-05-01,8,1,Monitoring / Exoprise,198,2.3076,456.91,USD
2026-05-01,8,1,Mac Management,18,5.7239,103.03,USD
2026-05-01,8,2,Windows 365 License,216,73.5309,15882.68,USD
2026-05-01,8,2,Cloud PC Compute,216,19.5537,4223.59,USD
2026-05-01,8,2,Cloud PC Storage,216,7.1201,1537.94,USD
2026-05-01,8,2,NAT Gateway,4667,0.0453,211.36,USD
2026-05-01,8,2,Monitoring / Exoprise,216,2.1753,469.87,USD
2026-05-01,8,2,Mac Management,23,5.9648,137.19,USD
2026-05-01,8,3,Windows 365 License,187,72.9257,13637.11,USD
2026-05-01,8,3,Cloud PC Compute,187,21.7403,4065.44,USD
2026-05-01,8,3,Cloud PC Storage,187,7.9301,1482.93,USD
2026-05-01,8,3,NAT Gateway,2503,0.0478,119.63,USD
2026-05-01,8,3,Monitoring / Exoprise,187,2.1381,399.83,USD
2026-05-01,8,3,Mac Management,24,5.8837,141.21,USD
2026-05-01,8,4,Windows 365 License,212,67.7338,14359.57,USD
2026-05-01,8,4,Cloud PC Compute,212,21.6533,4590.5,USD
2026-05-01,8,4,Cloud PC Storage,212,8.0292,1702.18,USD
2026-05-01,8,4,NAT Gateway,4189,0.047,196.78,USD
2026-05-01,8,4,Monitoring / Exoprise,212,2.1892,464.1,USD
2026-05-01,8,4,Mac Management,20,6.0379,120.76,USD
2026-05-01,8,5,Windows 365 License,189,75.2564,14223.47,USD
2026-05-01,8,5,Cloud PC Compute,189,21.8584,4131.25,USD
2026-05-01,8,5,Cloud PC Storage,189,8.2048,1550.71,USD
2026-05-01,8,5,NAT Gateway,1916,0.0405,77.54,USD
2026-05-01,8,5,Monitoring / Exoprise,189,2.1393,404.33,USD
2026-05-01,8,5,Mac Management,26,6.1892,160.92,USD
2026-05-01,8,6,Windows 365 License,175,74.9219,13111.33,USD
2026-05-01,8,6,Cloud PC Compute,175,19.9255,3486.96,USD
2026-05-01,8,6,Cloud PC Storage,175,6.834,1195.96,USD
2026-05-01,8,6,NAT Gateway,1502,0.0501,75.28,USD
2026-05-01,8,6,Monitoring / Exoprise,175,2.3564,412.37,USD
2026-05-01,8,6,Mac Management,16,5.9118,94.59,USD
2026-05-01,9,1,Windows 365 License,194,69.5448,13491.7,USD
2026-05-01,9,1,Cloud PC Compute,194,19.7492,3831.34,USD
2026-05-01,9,1,Cloud PC Storage,194,7.9734,1546.84,USD
2026-05-01,9,1,NAT Gateway,5094,0.0479,244.17,USD
2026-05-01,9,1,Monitoring / Exoprise,194,2.1815,423.21,USD
2026-05-01,9,1,Mac Management,23,6.2729,144.28,USD
2026-05-01,9,2,Windows 365 License,200,73.128,14625.59,USD
2026-05-01,9,2,Cloud PC Compute,200,19.8238,3964.76,USD
2026-05-01,9,2,Cloud PC Storage,200,6.9555,1391.1,USD
2026-05-01,9,2,NAT Gateway,1823,0.0495,90.19,USD
2026-05-01,9,2,Monitoring / Exoprise,200,2.3478,469.56,USD
2026-05-01,9,2,Mac Management,20,6.0028,120.06,USD
2026-05-01,9,3,Windows 365 License,206,68.7396,14160.36,USD
2026-05-01,9,3,Cloud PC Compute,206,18.8964,3892.65,USD
2026-05-01,9,3,Cloud PC Storage,206,8.0464,1657.55,USD
2026-05-01,9,3,NAT Gateway,5443,0.0475,258.51,USD
2026-05-01,9,3,Monitoring / Exoprise,206,2.2083,454.92,USD
2026-05-01,9,3,Mac Management,19,5.851,111.17,USD
2026-05-01,9,4,Windows 365 License,194,71.5121,13873.34,USD
2026-05-01,9,4,Cloud PC Compute,194,18.216,3533.9,USD
2026-05-01,9,4,Cloud PC Storage,194,7.6789,1489.7,USD
2026-05-01,9,4,NAT Gateway,1045,0.0469,49.05,USD
2026-05-01,9,4,Monitoring / Exoprise,194,2.2414,434.83,USD
2026-05-01,9,4,Mac Management,20,6.1655,123.31,USD
2026-05-01,9,5,Windows 365 License,201,72.2847,14529.23,USD
2026-05-01,9,5,Cloud PC Compute,201,18.3037,3679.05,USD
2026-05-01,9,5,Cloud PC Storage,201,8.2469,1657.63,USD
2026-05-01,9,5,NAT Gateway,4328,0.0452,195.79,USD
2026-05-01,9,5,Monitoring / Exoprise,201,2.2574,453.73,USD
2026-05-01,9,5,Mac Management,18,6.2221,112.0,USD
2026-05-01,9,6,Windows 365 License,208,74.3274,15460.1,USD
2026-05-01,9,6,Cloud PC Compute,208,20.292,4220.73,USD
2026-05-01,9,6,Cloud PC Storage,208,7.715,1604.72,USD
2026-05-01,9,6,NAT Gateway,4865,0.0415,201.81,USD
2026-05-01,9,6,Monitoring / Exoprise,208,2.2052,458.69,USD
2026-05-01,9,6,Mac Management,18,6.1796,111.23,USD
2026-05-01,10,1,Windows 365 License,195,76.0046,14820.89,USD
2026-05-01,10,1,Cloud PC Compute,195,20.2642,3951.52,USD
2026-05-01,10,1,Cloud PC Storage,195,6.7978,1325.56,USD
2026-05-01,10,1,NAT Gateway,5767,0.0415,239.49,USD
2026-05-01,10,1,Monitoring / Exoprise,195,2.3323,454.79,USD
2026-05-01,10,1,Mac Management,28,6.008,168.22,USD
2026-05-01,10,2,Windows 365 License,186,75.5892,14059.58,USD
2026-05-01,10,2,Cloud PC Compute,186,20.6214,3835.58,USD
2026-05-01,10,2,Cloud PC Storage,186,7.3458,1366.32,USD
2026-05-01,10,2,NAT Gateway,2459,0.0402,98.79,USD
2026-05-01,10,2,Monitoring / Exoprise,186,2.3436,435.92,USD
2026-05-01,10,2,Mac Management,20,6.2128,124.26,USD
2026-05-01,10,3,Windows 365 License,208,69.7273,14503.28,USD
2026-05-01,10,3,Cloud PC Compute,208,20.8768,4342.36,USD
2026-05-01,10,3,Cloud PC Storage,208,6.9846,1452.8,USD
2026-05-01,10,3,NAT Gateway,1745,0.0493,85.96,USD
2026-05-01,10,3,Monitoring / Exoprise,208,2.2628,470.66,USD
2026-05-01,10,3,Mac Management,17,5.8679,99.75,USD
2026-05-01,10,4,Windows 365 License,203,70.8143,14375.29,USD
2026-05-01,10,4,Cloud PC Compute,203,18.9738,3851.67,USD
2026-05-01,10,4,Cloud PC Storage,203,8.0293,1629.96,USD
2026-05-01,10,4,NAT Gateway,6861,0.0489,335.23,USD
2026-05-01,10,4,Monitoring / Exoprise,203,2.1786,442.26,USD
2026-05-01,10,4,Mac Management,28,6.2766,175.74,USD
2026-05-01,10,5,Windows 365 License,213,74.4565,15859.24,USD
2026-05-01,10,5,Cloud PC Compute,213,18.5536,3951.92,USD
2026-05-01,10,5,Cloud PC Storage,213,7.5369,1605.35,USD
2026-05-01,10,5,NAT Gateway,3815,0.0405,154.49,USD
2026-05-01,10,5,Monitoring / Exoprise,213,2.2453,478.26,USD
2026-05-01,10,5,Mac Management,20,5.831,116.62,USD
2026-05-01,10,6,Windows 365 License,219,74.3797,16289.14,USD
2026-05-01,10,6,Cloud PC Compute,219,20.2692,4438.95,USD
2026-05-01,10,6,Cloud PC Storage,219,8.1645,1788.02,USD
2026-05-01,10,6,NAT Gateway,4728,0.0499,236.12,USD
2026-05-01,10,6,Monitoring / Exoprise,219,2.2024,482.33,USD
2026-05-01,10,6,Mac Management,18,6.1156,110.08,USD
2026-05-01,11,1,Windows 365 License,187,72.9366,13639.14,USD
2026-05-01,11,1,Cloud PC Compute,187,18.5738,3473.31,USD
2026-05-01,11,1,Cloud PC Storage,187,7.2102,1348.31,USD
2026-05-01,11,1,NAT Gateway,1390,0.0423,58.74,USD
2026-05-01,11,1,Monitoring / Exoprise,187,2.2365,418.22,USD
2026-05-01,11,1,Mac Management,18,6.2919,113.25,USD
2026-05-01,11,2,Windows 365 License,201,72.2823,14528.74,USD
2026-05-01,11,2,Cloud PC Compute,201,19.6762,3954.92,USD
2026-05-01,11,2,Cloud PC Storage,201,7.785,1564.79,USD
2026-05-01,11,2,NAT Gateway,2529,0.0423,107.05,USD
2026-05-01,11,2,Monitoring / Exoprise,201,2.3533,473.01,USD
2026-05-01,11,2,Mac Management,25,6.0529,151.32,USD
